greensight;Green Dreams;Vervoyant;;;Verdevidente;;;;;;;;;x
EVTOPTAskinchanger.27;It's not what it... okay, it's exactly what it looks like.;Ce n'est pas du tout ce que v… D'accord, c'est exactement ce à quoi vous pensez.;;;No es lo que parec... Si, bueno, es exactamente lo que pensáis.;;;;;;;;;x
EVTTOOLTIPskinchanger.28;will spend a night in the stocks.;va passer une nuit au carcan.;;;pasará una noche en el cepo;;;;;;;;;x
EVTDESCskinchanger.28;[From.GetTitledFirstName] takes none too kindly to your advances. You end up spending the night in the stocks while [From.GetSheHe] stands guard personally, calmly eating an apple. Come dawn, [Root.Liege.GetTitledFirstName] finds you - and [Root.Liege.GetSheHe] is none too pleased with you.;[From.GetTitledFirstName] n'a pas vraiment apprécié vos avances. Vous finissez de passer la nuit la tête dans un carcan tandis que [From.GetSheHe] monte la garde personnellement tout en dégustant calmement une pomme. L'aube se lève et [Root.Liege.GetTitledFirstName] vous trouve et [Root.Liege.GetSheHe] n'est pas très heureux(se) de vous.;;;[From.GetTitledFirstName] no ha apreciado vuestro encanto. Acabáis pasando la noche con la cabeza en el cepo mientras [From.GetSheHe] monta guardia personalmente comiendo tranquilamente una manzana. Amanece y [Root.Liege.GetTitledFirstName] se acerca y no parece estar contento contigo.;;;;;;;;;x
EVTOPTAskinchanger.28;Gods have mercy...;Les dieux sont miséricordieux…;;;Dioses tened misericordia…;;;;;;;;;x
EVTDESCskinchanger.29;You and the skinchanger spend a night of wild passion together, a night only ruined when you awaken to find your [From.GetRootRelation] standing over the bed, furious. [From.GetSheHeCap] grabs you by your arm and pulls you to your feet. '[Root.GetFirstName],' [From.GetSheHe] shouts, 'what's the meaning of this?!';Vous et le(a) change-peau avez passé ensemble une nuit de passion sauvage. Une nuit seulement ruinée lorsque vous vous réveillez et découvrez votre [From.GetRootRelation] debout devant le lit, l'air furieux(se). [From.GetSheHeCap] vous attrape par le bras et vous tire vers lui(elle). '[Root.GetFirstName],' crie-t-[From.GetSheHe], 'qu'est-ce donc que tout ceci ?!';;;Pasáis una noche de pasión salvaje junto al cambiapieles. Una noche solo estropeada cuando despertáis y descubrís a vuestro [From.GetRootRelation] al lado de la cama muy furioso. [From.GetSheHeCap] os coge por el brazo y os arrata hacia él. '¿[Root.GetFirstName],' grita [From.GetSheHe], 'qué es todo esto?!';;;;;;;;;x
EVTOPTAskinchanger.29;I... I can explain...;Je… je peux tout expliquer…;;;Yo… yo lo puedo explicar...;;;;;;;;;x
EVTDESCskinchanger.30;You and the skinchanger spend a night of wild passion together, a night only ruined when you awaken to find your [From.GetRootRelation] standing over the bed, furious. [From.GetSheHeCap] heaves your lover from the bed. 'Traitor! How DARE you break your vows?' Your lover glares back. 'Vows are a thing for men. Why should a beast care?';Vous et le(a) change-peau avez passé ensemble une nuit de passion sauvage. Une nuit seulement ruinée lorsque vous vous réveillez et découvrez votre [From.GetRootRelation] debout devant le lit, l'air furieux(se). [From.GetSheHeCap] soulève votre amant(maïtresse) du lit. 'Traître! Comment osez-vous briser vos voeux?!' Votre amant(maîtresse) lui répond par un regard furieux: 'Voeux et serments sont choses d'hommes. Pourquoi une bête devrait-elle s'en soucier ?';;;Pasáis una noche de pasión salvaje junto al cambiapieles. Una noche solo estropeada cuando despertáis y descubrís a vuestro [From.GetRootRelation] al lado de la cama muy furioso. [From.GetSheHeCap] alza a vuestro amante de la cama. '¡Traición! ¡¿Cómo osáis romper los votos?!' Vuestro amante le responde mirándolo fijamente: 'Votos y juramentos son cosas de hombres. ¿Porqué ha de preocuparse de eso una bestia?' ;;;;;;;;;x
EVTOPTAskinchanger.30;This could turn ugly, fast.;Cela pourrait très vite mal tourner.;;;Esto se va a poner feo.;;;;;;;;;x
EVTDESCskinchanger.31;[From.GetTitledFirstName] ignores you and goes straight for your lover, hauling [From.Spouse.GetHerHim] from the bed. '[From.Spouse.GetFirstName], what's the meaning of this?!';[From.GetTitledFirstName] vous ignore et fonce droit sur votre bien-aimé(e), le(a) tirant du lit. '[From.Spouse.GetFirstName], qu'est-ce que tout ceci ?!';;;[From.GetTitledFirstName] os ignora y va directo hacia vuestra amada, tirándola de la cama. '¡¿[From.Spouse.GetFirstName], 'qué es todo esto?!';;;;;;;;;x
EVTOPTAskinchanger.31;Now would probably be a good time to leave...;Il serait probablement temps de s'éclipser…;;;Probablemente sea el momento de escapar..;;;;;;;;;x
EVTDESCskinchanger.32;[From.GetTitledFirstName] heaves you from the bed. '[Root.GetFirstName], you traitor!' [From.GetSheHe] shouts, 'How dare you break your vows?';[From.GetTitledFirstName] vous soulève du lit. '[Root.GetFirstName], traître !' crie-t-[From.GetSheHe], 'Comment osez-vous briser vos vœux ?!';;;[From.GetTitledFirstName] os alza de la cama. '¡[Root.GetFirstName], traición!' grita, '¡¿Cómo osaís romper vuestros votos?!';;;;;;;;;x
EVTOPTAskinchanger.32;Vows are a thing for men. What should a beast care?;Voeux et serments sont choses d'hommes. Pourquoi une bête devrait-elle s'en soucier ?;;;Votos y juramentos son cosas de hombres. ¿Porqué ha de preocuparse de eso una bestia? ;;;;;;;;;x
EVTDESCskinchanger.33;You and the skinchanger spend a night of wild passion together, a night only ruined when you awaken to find your [From.GetRootRelation] standing over the bed, furious. [From.GetSheHeCap] glares at you both, [From.GetHerHis] rage slowly building to a peak - and then subsiding. 'I... I see,' [From.GetSheHe] says, 'so that's how it's going to be, then. I hope you two will be very happy together.';Vous et le(a) change-peau avez passé ensemble une nuit de passion sauvage. Une nuit seulement ruinée lorsque vous vous réveillez et découvrez votre [From.GetRootRelation] debout devant le lit, l'air furieux(se). [From.GetSheHeCap] vous regarde méchamment tous les deux. Sa rage semble atteindre un pic avant de s'évanouir. 'Je... je vois' dit-[De. GetSheHe], 'c'est ainsi que cela se passe. Je vous souhaite d'être très heureux ensemble.';;;Pasáis una noche de pasión salvaje junto al cambiapieles. Una noche solo estropeada cuando despertáis y descubríss a vuestro [From.GetRootRelation] al lado de la cama muy furioso. [From.GetSheHeCap] os mira con rabia a ambos. Su rabia parece que va creciendo hasta que se calma. 'Yo... ya veo' dijo, 'si, es lo que tenía que pasar. Os deseo que seáis muy felices juntos.';;;;;;;;;x
EVTOPTAskinchanger.33;Please, wait, I can explain...;S'il vous plaît, attendez, je peux tout expliquer…;;;Por favor, esperad, os lo puedo explicar…;;;;;;;;;x
EVTDESCskinchanger.34;[From.GetTitledFirstName] glares at you both, [From.GetHerHis] rage slowly building to a peak - and then subsiding. 'I... I see,' [From.GetSheHe] says, 'so that's how it's going to be, then. I hope you two will be very happy together.';[From.GetTitledFirstName] vous regarde méchamment tous les deux. Sa rage semble atteindre un pic avant de s'évanouir. 'Je... je vois' dit-[De. GetSheHe], 'c'est ainsi que cela se passe. Je vous souhaite d'être très heureux ensemble.';;;[From.GetTitledFirstName] os mira con rabia a ambos. Su rabia parece que va creciendo hasta que se calma. 'Yo... ya veo' dijo, 'si es lo que tenía que pasar. Os deseo que seáis muy felices juntos.';;;;;;;;;x
EVTOPTAskinchanger.34;You'll keep love in chains no more.;Vous ne garderez plus l'amour enchaîné. ;;;No mantendréis más el amor encadenado.;;;;;;;;;x
EVTDESCskinchanger.35;You call for the guards and have the skinchanger locked in the stocks, taking a seat beside [From.GetHerHim] and biting into an apple. Come the morning, your [From.GetRootRelation] walks into the courtyard to find the two of you. 'Can you believe,' you say, '[From.GetSheHe] actually tried to seduce me?' Your [From.GetRootRelation] grins. 'Nobody could steal a [Root.GetManWoman] as faithful as you, [Root.GetFirstName].';Vous appellez la garde et envoyez le change-peau au carcan. Vous installez un siège à côté de [From.GetHerHim] et dégustez une pomme. Au matin votre [From.GetRootRelation] tombe sur vous au moment de l'inspection de la cour.  'Pouvez-vous le croire,' dites-vous, '[From.GetSheHe] a essayé de me séduire !' Votre [From.GetRootRelation] vous sourit. 'Personne ne peut voler un(e) [Root.GetManWoman] aussi fidèle que vous, [Root.GetFirstName].';;;Llamáis a la guardia y enviáis al cambiapieles al cepo. Os sentáis a su lado y os coméis una manzana. Por la mamañana, vuestro [From.GetRootRelation] se topa con vos. '¿Podéis creer' dijo, 'que ha intentado seducirme?' Vuestro [From.GetRootRelation] os sonríe. 'Nadie podrá tener una esposa más fiel que vos, [From.GetFirstName].;;;;;;;;;x
EVTOPTAskinchanger.35;Perhaps I'll be finding love tonight after all...;Peut-être que je trouverai l'amour ce soir après tout…;;;Tal  vez encontraré el amor esta noche después de todo...;;;;;;;;;x
EVTOPTC320001;It is a gift from the Drowned God!;C'est un présent du Dieu Noyé !;;;¡Es un regalo del Dios Ahogado!;;;;;;;;;x
EVTDESCskinchanger.36;My [From.GetRootRelation] explained to me about the Drowned God... and about how my ancestors,had people who could dream the future. I should take my dreams more seriously.;Mon(a) [From.GetRootRelation] m'a parlé du Dieu Noyé… et de mes ancêtres qui possédaient des gens qui pouvaient rêver du futur. Je devrais prendre plus au sérieux mes propres rêves. ;;;Mi [From.GetRootRelation] me ha hablado del Dios Ahogado y de mis ancestros, dice que algunas personas podían ver el futuro. Tengo que tomarme estos sueños más seriamente.…;;;;;;;;;x
EVTDESCskinchanger.37;Yesterday, while I was outside fishing, I noticed a sea lion following me along the coast. It was a lone sea lion, which is odd. The poor thing must want some fish to eat. I can almost feel it...;Hier, alors que je péchais, j'ai remarqué qu'un lion de mer me suivait depuis la côte. C'était un lion de mer solitaire ce qui semblait étrange. La pauvre chose semblait affamé, je pouvais presque le sentir…;;;Ayer mientras pescaba, vi que un león marino me seguía desde la costa, un león marino extrañamente solitario. La pobre bestia debía estar famélica, casi podía sentirlo...;;;;;;;;;x
EVTOPTAskinchanger.37;Maybe I should go back tomorrow, and see if it's still there.;Peut-être devrais-je retourner là-bas demain, voir s'il est toujours là…;;;Quizás pueda volver mañana a ver si lo vuelvo a ver.;;;;;;;;;x
EVTDESCskinchanger.38;Yesterday, while I was out learning to sail, I noticed a whale swimming alongside our longship. It must be curious...;Hier, alors que je m'exercais à la navigation, j'ai aperçu qu'une baleine qui nageait à proximité de la boutre. Voilà qui était curieux…;;;Ayer mientras salía a navegar, vi que una ballena seguía nuestro barco. Debe ser una ballena curiosa…;;;;;;;;;x
EVTOPTAskinchanger.38;Maybe I should reach out and touch the great leviathan?;Si cela se reproduit, peut-être devrais-je tendre la main et toucher le grand léviathan ? ;;;Si volviera a pasar, tal vez debería acercarme y tocar al gran leviatán?;;;;;;;;;x
EVTOPTC321001;It is the old ways.;C'est l'antique voie.;;;Son las antiguas costumbres.;;;;;;;;;x
EVTDESCskinchanger.39;My [From.GetRootRelation] explained to me about the old ways and about how my ancestors, had people who could dream the future. I should take my dreams more seriously.;Mon(a) [From.GetRootRelation] m'a parlé du Dieu Noyé… et de mes ancêtres qui possédaient des gens qui pouvaient rêver du futur. Je devrais prendre plus au sérieux mes propres rêves. ;;;Mi [From.GetRootRelation] me ha hablado del Dios Ahogado y de mis ancestros, dice que algunas personas podían ver el futuro. Tengo que tomarme estos sueños más seriamente.…;;;;;;;;;x
EVTDESCskinchanger.40;Yesterday, while I was outside, I noticed a dog following me. It looked abandoned and lonely, the poor thing must be hungry. I can almost feel it...;Hier, alors que je marchais dans la forêt, j'ai remarqué un chien qui me suivait. La pauvre bête devait être affamée. Je pouvais presque le ressentir...;;;Ayer mientras paseaba fuera de palacio vi que un perro me seguía. El pobre parecía estar famélico, casi podía sentirlo...;;;;;;;;;x
EVTOPTAskinchanger.40;Maybe I should go back tomorrow, and see if it's still there.;Peut-être devrais-je y retourner demain pour voir s'il est toujours là.;;;Quizás pueda volver mañana a ver si lo vuelvo a ver.;;;;;;;;;x
AnimalCompanion;animal companion;compagnon animal;;;compañero animal;;;;;;;;;x
AnimalCompanioncrow;crow;corbeau;;;cuervo;;;;;;;;;x
AnimalCompanionwolf;wolf;loup;;;lobo;;;;;;;;;x
AnimalCompanionsea_lion;sea lion;lion des mers;;;león marino;;;;;;;;;x
AnimalCompanionwhale;whale;baleine;;;ballena;;;;;;;;;x
AnimalCompanioneagle;eagle;aigle;;;águila;;;;;;;;;x
AnimalCompanionshadowcat;shadowcat;Lynx-de-fumée;;;gatosombra;;;;;;;;;x
AnimalCompanionboar;boar;sanglier;;;Jabali;;;;;;;;;x
AnimalCompanionsnowbear;snowbear;ours blanc;;;oso de nieve;;;;;;;;;x
AnimalCompaniondirewolf;direwolf;loup garou;;;Lobo huargo;;;;;;;;;x
AnimalCompaniondog;dog;chien;;;perro;;;;;;;;;x
AnimalCompanionbrownbear;bear;ours;;;oso;;;;;;;;;x
AnimalCompanionpet_hunting_dog;hunting dog;;;;perro de caza;;;;;;;;;x
AnimalCompanionpet_cat;cat;;;;gato;;;;;;;;;x
AnimalCompanionnomad_warhorse;warhorse;;;;caballo de guerra;;;;;;;;;x
AnimalCompanionpet_owl;owl;;;;búho;;;;;;;;;x
AnimalCompanionpet_hunting_eagle;hunting eagle;;;;águila de caza;;;;;;;;;x
AnimalCompaniondirewolf_named;direwolf, [direwolf_name.GetFirstName],;loup garou;;;Huargo, [This.direwolf_name.GetFirstName],;;;;;;;;;x
AnimalCompanionraven;raven;;;;cuervo;;;;;;;;;x
NAME_DIREWOLF_MESSAGE_LOG;What would you like to name your direwolf?;;;;¿Cómo querríais llamar a vuestro Huargo?;;;;;;;;;x
NAME_CAT_MESSAGE_LOG;What would you like to name your cat?;;;;¿Cómo querríais llamar a vuestro gato?;;;;;;;;;x
NAME_DOG_MESSAGE_LOG;What would you like to name your dog?;;;;¿Cómo querríais llamar a vuestro perro?;;;;;;;;;x
raven;A raven always follows this character.;;;;Un cuervo siempre sigue a este personaje;;;;;;;;;x
raven_desc;A raven always follows this character.;;;;Un cuervo siempre sigue a este personaje;;;;;;;;;x
EVTOPTA3200003;That sounds wonderous;;;;;;;;;;;;;x
