#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_howling_point2;Howling Point;Pointe Hurlante;;;Punta Rugiente;;;;;;;;;x
b_howling_point3;Howling Point;Pointe Hurlante;;;Punta Rugiente;;;;;;;;;x
c_howling_bay;Howling Bay;Baie Hurlante;;;Bahía Rugiente;;;;;;;;;x
b_howling_bay;Howling Bay;Baie Hurlante;;;Bahía Rugiente;;;;;;;;;x
b_howling_bay2;Howling Bay;Baie Hurlante;;;Bahía Rugiente;;;;;;;;;x
b_howling_bay3;Howling Bay;Baie Hurlante;;;Bahía Rugiente;;;;;;;;;x
c_howling_hills;Howling Hills;Collines Hurlantes;;;Colinas Rugientes;;;;;;;;;x
b_howling_hills;Howling Hills;Collines Hurlantes;;;Colinas Rugientes;;;;;;;;;x
b_howling_hills2;Howling Hills;Collines Hurlantes;;;Colinas Rugientes;;;;;;;;;x
b_howling_hills3;Howling Hills;Collines Hurlantes;;;Colinas Rugientes;;;;;;;;;x
EVTDESC_HL_6000_jogos;You go out into the herd to choose a strong and powerful zorse. You look around with expert eyes and eventually spot a steed that stands out from the rest. It is strong and has a powerful bearing.\n\nAs you mount your new steed, you feel certain that you have made the right choice. All that remains now is to give it a suitable name - what shall it be?;Vous vous rendez auprès du troupeau pour choisir un destrier de guerre fort et puissant. Vous observez les bêtes d'un œil expert et trouvez finalement un étalon qui sort du lot. Il est fort et d'allure puissante.\n\nVous le montez et avez la conviction d'avoir fait le bon choix. Il faut à présent lui donner un nom... Que choisirez-vous ?;Ihr besucht die Herde, um dort ein kräftiges, fähiges Schlachtross zu suchen. Mit geübtem Blick schaut Ihr Euch um und findet ein außergewöhnliches Ross mit starkem Bau und guten Anlagen.\n\nBeim Aufsitzen habt Ihr sofort das Gefühl, die richtige Wahl getroffen zu haben. Nun müsst Ihr ihm nur noch einen Namen geben. Wie soll es heißen?;;Entras en la manada para elegir un cebrallo fuerte y poderoso. Miras a tu alrededor con ojos expertos y acabas encontrando un corcel que destaca del resto. Es fuerte y tiene un porte potente.\n\n Cuando montas al nuevo corcel, sabes que has hecho la elección correcta.;;;;;;;;;x
EVTDESC_HL_6010_jogos;Your ward, [ward_cant_ride.GetFirstName], is almost eight years old now and still cannot ride a zorse properly. It is truly a disgrace.;Votre pupille [ward_cant_ride.GetFirstName] a presque huit ans et ne sait pas encore monter correctement. C'est une véritable honte.;[ward_cant_ride.GetFirstName], Euer Schützling, ist nun beinahe acht Jahre alt und kann noch immer nicht richtig reiten. Es ist wirklich beschämend.;;Tu pupilo, [ward_cant_ride.GetFirstName], tiene casi ocho años y aún no sabe montar a cebrallo. Es una auténtica vergüenza.;;;;;;;;;x
EVTDESC_HL_6020_jogos;Traveling from one of your camps to the next, you come upon a river. Rains have made it swell and the rapids are strong and violent. The way around is too long, however, so you must cross. You watch with concern as the party gingerly begins to descend into the churning waters. [spouse_danger_nomad_river_crossing.GetFirstName], your [spouse_danger_nomad_river_crossing.GetHusbandWife], crosses riding your favorite zorse.\n\nYou are watching from the bank as it suddenly happens... [spouse_danger_nomad_river_crossing.GetFirstName] loses control in the strong rapids and falls off the zorse as it loses its footing, and both of them are grabbed by the strong current. You realize that you only have a moment to react before they are swept away, you cannot save them both...;En chemin vers un de vos campements, vous devez traverser une rivière. Les pluies ont gonflé le cours d'eau, créant des rapides violents et dangereux. Contourner la rivière serait une perte de temps : vous devez traverser. Vous observez d'un œil inquiet votre escorte s'avancer avec précaution dans les eaux tumultueuses. [spouse_danger_nomad_river_crossing.GetFirstName], votre [spouse_danger_nomad_river_crossing.GetHusbandWife], traverse sur le dos de votre zéquion préféré.\n\nVous êtes sur la rive quand soudain... [spouse_danger_nomad_river_crossing.GetFirstName] perd le contrôle dans les rapides et tombe de sa monture, et les voilà tous deux emportés par le courant. Vous n'avez qu'un bref instant pour agir et comprenez que vous ne pourrez en sauver qu'un des deux...;Auf der Reise von einem Lager zum nächsten kommt Ihr an einen Fluss, den der Regen hat anschwellen lassen. Die Stromschnellen wirken stark und gefährlich. Doch Ihr müsst den Fluss hier überqueren, denn ein Umgehen der Stelle würde zu lange dauern. \n\nBeunruhigt seht Ihr zu, wie Eure Begleiter vorsichtig zu den reißenden Fluten hinabsteigen. [spouse_danger_nomad_river_crossing.GetFirstName], Euer/Eure [spouse_danger_nomad_river_crossing.GetHusbandWife], überquert den Fluss auf dem Rücken Eures Lieblingspferdes.\n\nVom Ufer aus beobachtet Ihr, wie es passiert ... Als das Pferd ins Straucheln gerät, verliert [spouse_danger_nomad_river_crossing.GetFirstName] in den turbulenten Stromschnellen die Balance und stürzt in die Fluten. Pferd und Reiter werden von der starken Strömung erfasst und davongetragen. Sofort ist Euch klar, dass Euch nur wenige Sekunden zur Rettung bleiben. Doch beide werdet Ihr nicht retten können ...;;En el camino a uno de tus campamentos, encuentras un río. Las lluvias lo han hecho crecer y los rápidos son fuertes y violentos. Sin embargo rodearlo sería demasiado costoso, por lo que has de cruzarlo. Ves con preocupación como tu grupo comienza a descender cautelosamente entre las agitadas aguas. [spouse_danger_nomad_river_crossing.GetFirstName], tu [spouse_danger_nomad_river_crossing.GetHusbandWife], atraviesa en tu cebrallo favorito.\n\nLa observas desde la orilla del río cuando de repente... [spouse_danger_nomad_river_crossing.GetFirstName] pierde el control en los rápidos y cae del cebrallo al perder el equilibrio, y ambos son arrastrados por la fuerte corriente. Te das cuenta de que tienes muy poco tiempo para reaccionar antes de que sean arrastrados por la corriente, y de que no puedes salvarlos a los dos...;;;;;;;;;x
EVTDESC_HL_6021_jogos;You managed to pull [spouse_danger_nomad_river_crossing.GetFirstName] out of the river. You lost your favorite zorse, but your [spouse_danger_nomad_river_crossing.GetHusbandWife] is safe. [spouse_danger_nomad_river_crossing.GetSheHeCap] is terrified but overjoyed at the narrow escape and your brave rescue.;Vous parvenez à sauver [spouse_danger_nomad_river_crossing.GetFirstName] des eaux. Vous avez perdu votre zéquion préféré mais votre [spouse_danger_nomad_river_crossing.GetHusbandWife] est hors de danger. [spouse_danger_nomad_river_crossing.GetSheHeCap] tremble de peur après avoir frôlé la mort de si près, et de joie face à votre acte courageux.;Ihr schafft es, [spouse_danger_nomad_river_crossing.GetFirstName] aus dem Fluss zu ziehen. Euer treues Pferd habt Ihr verloren, doch [spouse_danger_nomad_river_crossing.GetHusbandWife] ist nun in Sicherheit. [spouse_danger_nomad_river_crossing.GetSheHeCap] ist überglücklich angesichts der Rettung aus höchster Not durch Euren heldenhaften Einsatz.;;Consigues sacar a [spouse_danger_nomad_river_crossing.GetFirstName] fuera del río. Has perdido a tu cebrallo preferido, pero tu [spouse_danger_nomad_river_crossing.GetHusbandWife] está a salvo. [spouse_danger_nomad_river_crossing.GetSheHeCap] aún está aterrada, pero emocionada por escapar de milagro y por tu valeroso rescate.;;;;;;;;;x
EVTDESC_HL_6022_jogos;You managed to pull [spouse_danger_nomad_river_crossing.GetFirstName] out of the river. Once safe, [spouse_danger_nomad_river_crossing.GetSheHe] stands up, dripping wet and shivering, and curses you: 'You imbecile! I would have been fine! How could you let that fine zorse drown?';Vous parvenez à sauver [spouse_danger_nomad_river_crossing.GetFirstName] des eaux. Une fois hors de danger, [spouse_danger_nomad_river_crossing.GetSheHe] se redresse, les vêtements encore dégoulinants, et vous accable d'insultes : « Espèce d'imbécile ! J'allais m'en sortir ! Comment as-tu pu laisser se noyer un si beau zéquion ? »;Es gelingt Euch, [spouse_danger_nomad_river_crossing.GetFirstName] aus dem Fluss zu ziehen. Kaum in Sicherheit, stellt [spouse_danger_nomad_river_crossing.GetSheHe] Euch tropfnass und zitternd vor Wut zur Rede: 'Ihr Nichtsnutz! Mir wäre bestimmt nichts passiert! Wie konntet Ihr nur das gute Pferd ertrinken lassen?';;Consigues sacar a [spouse_danger_nomad_river_crossing.GetFirstName] fuera del río. Una vez a salvo, [spouse_danger_nomad_river_crossing.GetSheHe] se levanta, empapada y temblando de frío y grita: '¡Imbécil! ¡Yo me habría librado!, ¿cómo pudiste dejar que se ahogara ese excelente cebrallo?';;;;;;;;;x
EVTDESC_HL_6500_LIGHTNING_jogos;Lightning, your favorite warzorse, has now taken [Root.GetHerHis] last gallop across the steppe and begun the eternal sleep. It is time to take your farewell of an old friend that has served you well. ;Éclair, votre destrier préféré, a galopé une dernière fois dans la steppe et s'est endormi pour l'éternité. Il est temps de faire vos adieux à ce vieil ami qui vous a fidèlement servi. ;Euer Lieblingsschlachtross Blitz hat die Augen zum ewigen Schlafe geschlossen und ist nun zum letzten Mal über die Steppe galoppiert. Es wird Zeit, Abschied zu nehmen von Eurem alten Freund, der Euch lange ein treuer Begleiter war. ;;Rayo, tu cebrallo favorito, ha dado su último galope a través de la estepa y comienza el sueño eterno. Es hora de despedirse de un viejo amigo que te ha servido bien.;;;;;;;;;x
EVTDESC_HL_6500_SKY_jogos;Sky, your favorite warzorse, has taken [Root.GetHerHis] last gallop across the steppe and begun the eternal sleep. It is time to take your farewell of an old friend that has served you well. ;Ciel, votre destrier préféré, a galopé une dernière fois dans la steppe et s'est endormi pour l'éternité. Il est temps de faire vos adieux à ce vieil ami qui vous a fidèlement servi. ;Euer Lieblingsschlachtross Himmel hat die Augen zum ewigen Schlafe geschlossen und ist nun zum letzten Mal über die Steppe galoppiert. Es wird Zeit, Abschied zu nehmen von Eurem alten Freund, der Euch lange ein treuer Begleiter war. ;;Cielo, tu cebrallo favorito, ha dado su último galope a través de la estepa y comienza el sueño eterno. Es hora de despedirse de un viejo amigo que te ha servido bien.;;;;;;;;;x
EVTDESC_HL_6500_DRAGON_jogos;Dragon, your favorite warzorse, has taken [Root.GetHerHis] last gallop across the steppe and begun the eternal sleep. It is time to take your farewell of an old friend that has served you well. ;Dragon, votre destrier préféré, a galopé une dernière fois dans la steppe et s'est endormi pour l'éternité. Il est temps de faire vos adieux à ce vieil ami qui vous a fidèlement servi. ;Euer Lieblingsschlachtross Drache hat die Augen zum ewigen Schlafe geschlossen und ist nun zum letzten Mal über die Steppe galoppiert. Es wird Zeit, Abschied zu nehmen von Eurem alten Freund, der Euch lange ein treuer Begleiter war. ;;Dragón, tu cebrallo favorito, ha dado su último galope a través de la estepa y comienza el sueño eterno. Es hora de despedirse de un viejo amigo que te ha servido bien.;;;;;;;;;x
EVTDESC_HL_6500_ARROW_jogos;Arrow, your favorite warzorse, has taken [Root.GetHerHis] last gallop across the steppe and begun the eternal sleep. It is time to take farewell to your steed that has served you well.;Flèche, votre destrier préféré, a galopé une dernière fois dans la steppe et s'est endormi pour l'éternité. Il est temps de faire vos adieux à ce vieil ami qui vous a fidèlement servi.;Euer Lieblingsschlachtross Pfeil hat die Augen zum ewigen Schlafe geschlossen und ist nun zum letzten Mal über die Steppe galoppiert. Es wird Zeit, Abschied zu nehmen von Eurem alten Freund, der Euch lange ein treuer Begleiter war.;;Rayo, tu cebrallo favorito, ha dado su último galope a través de la estepa y comienza el sueño eterno. Es hora de despedirse de un viejo amigo que te ha servido bien.;;;;;;;;;x
EVTDESC_HL_6512_LIGHTNING_jogos;I was just about to leave Lightning by the watering hole, when [From.GetFirstName]'s zorse reached out and bit [Root.GetHerHim]!;J'étais sur le point de laisser Éclair près du point d'eau quand le zéquion de [From.GetFirstName] s'est approché et l'a mordu.;Ich hatte vor, Blitz am Wasserloch trinken zu lassen, als das Pferd von [From.GetFirstName] mein Pferd zu beißen begann!;;Estaba a punto de dejar a Rayo en el abrevadero, cuando el cebrallo de [From.GetFirstName] llegó y le mordió!;;;;;;;;;x
EVTDESC_HL_6512_ARROW_jogos;I was just about to leave Arrow by the watering hole, when [From.GetFirstName]'s zorse reached out and bit [Root.GetHerHim]!;J'étais sur le point de laisser Flèche près du point d'eau quand le zéquion de [From.GetFirstName] s'est approché et l'a mordu.;Ich hatte vor, Pfeil am Wasserloch trinken zu lassen, als das Pferd von [From.GetFirstName] mein Pferd zu beißen begann!;;Estaba a punto de dejar a Flecha en el abrevadero, cuando el cebrallo de [From.GetFirstName] llegó y le mordió!;;;;;;;;;x
EVTDESC_HL_6512_DRAGON_jogos;I was just about to leave Dragon by the watering hole, when [From.GetFirstName]'s zorse reached out and bit [Root.GetHerHim]!;J'étais sur le point de laisser Dragon près du point d'eau quand le zéquion de [From.GetFirstName] s'est approché et l'a mordu.;Ich hatte vor, Drache am Wasserloch trinken zu lassen, als das Pferd von [From.GetFirstName] mein Pferd zu beißen begann!;;Estaba a punto de dejar a Dragón en el abrevadero, cuando el cebrallo de [From.GetFirstName] llegó y le mordió!;;;;;;;;;x
EVTDESC_HL_6512_SKY_jogos;I was just about to leave Sky by the watering hole, when [From.GetFirstName]'s zorse reached out and bit [Root.GetHerHim]!;J'étais sur le point de laisser Ciel près du point d'eau quand le zéquion de [From.GetFirstName] s'est approché et l'a mordu.;Ich hatte vor, Himmel am Wasserloch trinken zu lassen, als das Pferd von [From.GetFirstName] mein Pferd zu beißen begann!;;Estaba a punto de dejar a Cielo en el abrevadero, cuando el cebrallo de [From.GetFirstName] llegó y le mordió!;;;;;;;;;x
EVTOPTD_HL_6520_SKY_jogos;I want a portrait of my magnificent zorse, Sky.;Je veux un portrait de mon magnifique zéquion, Ciel.;Ich möchte ein Porträt meines edlen Rosses, Himmel.;;Quiero un retrato de mi magnífico cebrallo, Cielo.;;;;;;;;;x
EVTOPTD_HL_6520_LIGHTNING_jogos;I want a portrait of my magnificent zorse, Lightning.;Je veux un portrait de mon magnifique zéquion, Éclair.;Ich möchte ein Porträt meines edlen Rosses, Blitz.;;Quiero un retrato de mi magnífico cebrallo, Rayo.;;;;;;;;;x
EVTOPTD_HL_6520_ARROW_jogos;I want a portrait of my magnificent zorse, Arrow.;Je veux un portrait de mon magnifique zéquion, Flèche.;Ich möchte ein Porträt meines edlen Rosses, Pfeil.;;Quiero un retrato de mi magnífico cebrallo, Flecha.;;;;;;;;;x
EVTOPTD_HL_6520_DRAGON_jogos;I want a portrait of my magnificent zorse, Dragon.;Je veux un portrait de mon magnifique zéquion, Dragon.;Ich möchte ein Porträt meines edlen Rosses, Drache.;;Quiero un retrato de mi magnífico cebrallo, Dragón.;;;;;;;;;x
EVTDESC_HL_6990_jogos;I haven't been feeling quite like myself during the last couple of weeks. It feels like there's a piece of myself missing now that my favorite zorse is gone.;Je ne me sens pas bien depuis quelques semaines. C'est comme s'il manquait une part de moi-même, maintenant que mon zéquion préféré est parti.;In den letzten Wochen war ich nicht mehr ganz ich selbst. Es ist, als sei ein Teil von mir verloren gegangen, seit mein Lieblingspferd nicht mehr da ist.;;No me he estado sintiendo del todo bien estas últimas semanas. Siento que me falta una parte de mí mismo ahora que mi cebrallo favorito ya no está.;;;;;;;;;x
become_jhattar;Become Jhattar of the Jogos Nhai;Devenir Jhattar des Jogos Nhai;;;Convertirse en Jhattar de los Jogos Nhai;;;;;;;;;x
become_jhattar_desc;A Jhattar is the 'jhat of jhats', the war leader of the entire Jogos Nhai people. With enough support and power, a jhat can be raised up as jhattar by the thousand rival clans of the plains.;Un Jhattar est le ''jhat des jhats'', le chef guerrier de l'ensemble du peuple des Jogos Nhai. S'il dispose de suffisamment de soutiens et de puissance, un jhat peut s'élever au titre de jhattar et fédérer les mille clans rivaux des plaines.;;;Un Jhattar es el ''jhat de jhats'', el jefe de guerra del pueblo unificado de los Jogos Nhai. Si cuenta con suficientes apoyos y fuerza, un Jhat puede reclamar el título de Jhattar y federar los cientos de clanes rivales de las Llanuras.;;;;;;;;;x
TOOLTIPbecome_jhattarA;Has unified all Jogos Nhai tribes;;;;;;;;;;;;;x
jhattar_of_jogos_nhai;Jhattar of the Jogos Nhai;Jhattar des Jogos Nhai;;;Jhattar de los Jogos Nhai;;;;;;;;;x
jhattar_of_jogos_nhai_desc;A Jhattar is the 'jhat of jhats', the war leader of the entire Jogos Nhai people. With enough support and power, a jhat can be raised up as jhattar by the thousand rival clans of the plains.;Un Jhattar est le ''jhat des jhats'', le chef guerrier de l'ensemble du peuple des Jogos Nhai. S'il dispose de suffisamment de soutiens et de puissance, un jhat peut s'élever au titre de jhattar et fédérer les mille clans rivaux des plaines.;;;Un Jhattar es el ''jhat de jhats'', el jefe de guerra del pueblo unificado de los Jogos Nhai. Si cuenta con suficientes apoyos y fuerza, un Jhat puede reclamar el título de Jhattar y federar los cientos de clanes rivales de las Llanuras.;;;;;;;;;x
jogos_nhai_annex_clan;Offer Clan Protection;Offrir la protection du clan;;;Ofrecer la protección del clan;;;;;;;;;x
jogos_nhai_annex_clan_desc;The clans led by [Root.GetTitledFirstNameWithNick] can be offered protection under the leadership of [From.GetTitledFirstNameWithNick].;Les clans menés par [Root.GetTitledFirstNameWithNick] peuvent recevoir la protection du chef [From.GetTitledFirstNameWithNick].;;;Los clanes liderados por [Root.GetTitledFirstNameWithNick] pueden ofrecer protección bajo el liderazgo de [From.GetTitledFirstNameWithNick].;;;;;;;;;x
TOOLTIPjogos_nhai_annex_clanASKING;[From.GetTitledFirstName] is NOT already negotiating with a clan\n;[From.GetTitledFirstName] n'est pas déjà en train de négocier avec un clan\n;;;[From.GetTitledFirstName] ya no está negociando con un clan\n;;;;;;;;;x
TOOLTIPjogos_nhai_annex_clanNEIGHBOUR;[Root.GetTitledFirstName]'s lands neighbor the lands of [From.GetTitledFirstName]\n;Les terres de [Root.GetTitledFirstName] bordent celles de [From.GetTitledFirstName]\n;;;Las tierras de [Root.GetTitledFirstName] tienen frontera con las de [From.GetTitledFirstName]\n;;;;;;;;;x
TOOLTIPjogos_nhai_annex_clanCLAN;All of [Root.GetTitledFirstName]'s subordinate clan leaders opinion of [From.GetTitledFirstName] is at least 0\n;Tous les chefs de clan vassaux de [Root.GetTitledFirstName] ont une opinion de [From.GetTitledFirstName] supérieure ou égale à 0\n;;;Todos los jefes de clanes subordinados de [Root.GetTitledFirstName] tienen una opinión de [From.GetTitledFirstName] de al menos 0\n;;;;;;;;;x
opinion_rejected_jogos_nhai_annex_clan;Rejected Clan Protection;Protection du clan rejetée;;;Protección del clan rechazada;;;;;;;;;x
TOOLTIPjogos_nhai.2;will respond to your offer of protection.;va répondre à votre offre de protection;;;responderá a tu oferta de protección;;;;;;;;;x
EVTDESCjogos_nhai.2;Envoys representing [FromFrom.GetTitledFirstNameWithNick] have arrived in [Root.Capital.GetName]. They want to offer your clan, and your subordinate clans, protection under the leadership of their [FromFrom.GetTitle]. We would lose our status as an independent clan, but would surely be safer as part of larger group.;Des messages représentant [FromFrom.GetTitledFirstNameWithNick] sont arrivés à [Root.Capital.GetName]. Ils veulent offrir à votre clan et à vos clans vassaux, la protection du chef [FromFrom.GetTitle]. En acceptant, nous perdrons le statut que nous avions en tant que clan indépendant mais ce serait sans doute plus sûr de faire partie d'un regroupement plus important.;;;Dos emisarios en representación de [FromFrom.GetTitledFirstNameWithNick] han llegado a [Root.Capital.GetName]. Quieren ofrecer a tu clan y demás clanes subordinados la protección del [FromFrom.GetTitle]. Aceptando, perderemos el estatus de clan independiente pero sin duda estaríamos más seguros haciendo parte de un grupo más grande.;;;;;;;;;x
EVTOPTAjogos_nhai.2;I accept the [FromFrom.GetTitle]'s offer;J'accepte l'offre de [FromFrom.GetTitle];;;Acepto la oferta de [FromFrom.GetTitle];;;;;;;;;x
EVTOPTBjogos_nhai.2;I will not surrender to that [GetRootFromInsult]!;Je ne m'abaisserai pas à cette [GetRootFromInsult]!;;;No me rebajaré ante este [GetRootFromInsult]!;;;;;;;;;x
EVTDESCjogos_nhai.3;The talks with [From.GetTitledFirstNameWithNick] were fruitful. Your envoys managed to convince [From.GetHerHim] and [From.GetHerHis] clan leaders to submit to your leadership.;Les conversations avec [From.GetTitledFirstNameWithNick] ont été fructueuses. Vos messagers ont réussi à convaincre [From.GetHerHim] et ses vassaux de se soumettre à vous.;;;Las conversaciones con [From.GetTitledFirstNameWithNick] han tenido éxito. Tus emisarios lograron convencerlo y él y sus clanes subordinados se someterán a tu liderazgo.;;;;;;;;;x
EVTOPTAjogos_nhai.3;My power is growing;Ma puissance croît;;;Mi poder está creciendo;;;;;;;;;x
EVTDESCjogos_nhai.4;The envoys you sent to [From.Capital.GetName] to talk with [From.GetTitledFirstNameWithNick] failed. [From.GetSheHeCap] and [From.GetHerHis] subordinate clan leaders apparently did not see why they should accept your leadership.;Les messagers que vous avez envoyés à [From.Capital.GetName] pour s'entretenir avec [From.GetTitledFirstNameWithNick] ont échoué dans leur mission. [From.GetSheHeCap] et ses vassaux n'ont pas saisi la pertinence de votre proposition et refusent de vous choisir comme chef.;;;Los emisarios que enviaste a [From.Capital.GetName] para tratar con [From.GetTitledFirstNameWithNick] fracasaron en su misión. [From.GetSheHeCap] y sus subordinados no vieron la pertinencia de tu propuesta y rechazaron elegirte como su líder;;;;;;;;;x
EVTOPTAjogos_nhai.4;We would surely be stronger together?;Ne serait-on pas plus fort si nous étions unis ?;;;No seríamos más fuertes si estuviésemos todos unidos?;;;;;;;;;x
EVTDESCjogos_nhai.5;The gods of the Jogos Nhai forbid the shedding the blood of our own people. Young men do ride out to steal goats, dogs, and zorses from other bands, whilst their sisters go forth to abduct husbands, but these are rituals hallowed by the gods of the plains, during which no blood may be shed.;Les dieux des Jogos Nhai interdisent qu'on répande le sang de son propre peuple. De jeunes hommes font des raids pour voler des chèvres, des chiens, des zéquions d'autres clans, pendant que leurs sœurs vont enlever des maris, mais ces rites sont autorisés par les dieux des plaines car aucun sang n'est répandu.;;;Los dioses de los Jogos Nhai prohiben derramar la sangre de su propio pueblo. Los jóvenes roban perros, cabras y cebrallos de otros clanes, mientras que las jóvenes salen a secuestrar maridos, pero sin derramamiento de sangre, se trata de ritos autorizados por los dioses de las llanuras.;;;;;;;;;x
EVTOPTAjogos_nhai.5;The moonsingers bless our raid on [From.GetName];Les chantelunes bénissent notre raid sur [From.GetName];;;Las cantoras lunares bendicen nuestra incursión en [From.GetName];;;;;;;;;x
EVTOPTAjogos_nhai.5B;We have also stolen grazing lands this time;Les chantelunes bénissent notre raid sur [From.GetName];;;Las cantoras lunares bendicen nuestra incursión en [From.GetName];;;;;;;;;x
EVTTITLEjogos_nhai.10;A Jhattar Rises;Un Jhattar s'élève;;;Un Jhattar se alza;;;;;;;;;x
EVTDESCjogos_nhai.10;A Jhattar is the 'jhat of jhats', the war leader of the entire Jogos Nhai people. [From.GetTitledFirstNameWithNick] has gained the support of thousand rival clans of the plains, and has been raised as the new Jhattar of the Jogos Nhai. As per tradition, [From.GetSheHe] has been granted the golden drinking cup made from the skull of Lo Bu, the forty-third scarlet emperor of the Golden Empire of Yi Ti who was defeated by the Jhattar Zhea the Cruel.\n\nNow the moonsingers are singing of the glorious day to come when the Jogos Nhai will prevail over the remnants of Hyrkoon and spill over the mountains to claim the fertile lands beyond.;Un Jhattar est le ''jhat des jhats'', le chef guerrier de l'ensemble du peuple des Jogos Nhai. [From.GetTitledFirstNameWithNick] a obtenu le soutien de mille clans rivaux des plaines et s'est élevé au titre de nouveau Jhattar des Jogos Nhai. Comme la tradition l'exige, [From.GetSheHe] a reçu la coupe dorée faite dans le crâne de Lo Bu, le quarante-troisième empereur écarlate de l'empire Doré de Yi Ti qui fut défait par la Jhattar Zhéa la Cruelle.\n\nA présent, les chantelunes chantent les jours glorieux à venir, quand les Jogos Nhai régneront sur les ruines d'Hyrkoon et s'étendront au-delà des montagnes pour réclamer les terres fertiles.;;;Un Jhattar es el ''jhat de jhats'', el jefe de guerra del pueblo unificado de los Jogos Nhai. [From.GetTitledFirstNameWithNick] ha obtenido el apoyo de mil clanes rivales de las llanuras y se ha proclamado el nuevo Jhattar de los Jogos Nhai. Como exige la tradición, ha recibido la copa dorada hecha con el cráneo de Lo Bu, el cuadragésimo tercero emperador escarlata del Imperio Dorado de Yi Ti derrotado por la Jhattar Zhea la Cruel.\n\nEn el presente, las cantoras lunares cantan sobre los días de gloria venideros, cuando los Jogos Nhai reinen sobre las ruinas de Hyrkoon y se extiendan más allá de las montañas para reclamar las tierras fértiles.;;;;;;;;;x
EVTOPTAjogos_nhai.10;I will claim the world for my people;Pour mon peuple, je vais conquérir le monde;;;Reclamaré el mundo para mi pueblo;;;;;;;;;x
EVTOPTBjogos_nhai.10;[From.GetSheHeCap] will claim the world for our people;[From.GetSheHeCap] vais conquérir le monde pour notre peuple;;;[From.GetSheHeCap] conquistará el mundo para nuestra gente;;;;;;;;;x
EVTOPTCjogos_nhai.10;This Jhattar will surely fall;Ce Jhattar va sûrement échouer;;;Este Jhattar seguramente caerá;;;;;;;;;x
TOOLTIPJOGOSWARPROHIBITION;[Root.GetTitledFirstName] and [From.GetTitledFirstName] are NOT both followers of the Jogos Nhai Moonsingers (The Moonsingers forbid war between Jhats)\n;Ni [Root.GetTitledFirstName] ni [From.GetTitledFirstName] ne sont des suivants des chantelunes Jogos Nhai (les chantelunes interdisent la guerre entre Jhats)\n;;;Ni [Root.GetTitledFirstName] ni [From.GetTitledFirstName] no son seguidores de las cantoras lunares de los Jogos Nhai (las cantoras lunares prohíben la guerra entre Jhats)\n;;;;;;;;;x
TOOLTIPjogos_nhai_annex_clanSUCCESS;[Root.GetTitledFirstName] will accept (approximate chance)\n;[Root.GetTitledFirstName] va accepter (probabilité non garantie)\n;;;[Root.GetTitledFirstName] aceptará (probabilidad no garantizada)\n;;;;;;;;;x
