#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
CB_NAME_BLOODY_VENGEANCE;Bloody Vengeance;Vengeance sanglante;;;Venganza de sangre;;;;;;;;;x
EVTDESCAdynastic_rivalry.11;The emissary you sent to [From.GetTitledFirstNameWithDynastyNoRegnal] has been killed and the money been stolen!;L'émissaire que vous avez envoyé à [From.GetTitledFirstNameWithDynastyNoRegnal] a été tué et l'argent volé !;;;¡Habéis sido informado de que el emisario que enviasteis a [feud_reconcile_target.GetTitledFirstName] ha sido asesinado y el dinero ha sido robado! ¡Los [feud_reconcile_target.GetOnlyDynastyName] han decidido rechazar la oferta de paz!;;;;;;;;;x
EVTDESCBdynastic_rivalry.11;The emissary you sent to [From.GetTitledFirstNameWithDynastyNoRegnal] has been unjustly killed and your son taken hostage!;Vous recevez la nouvelle que l'émissaire que vous avez envoyé à [feud_reconcile_target.GetTitledFirstName] a été tué et votre fils capturé ! Les [feud_reconcile_target.GetOnlyDynastyName] ont décidé de rejeter votre offre de paix !;;;¡Habéis sido informado de que el emisario que enviasteis a [feud_reconcile_target.GetTitledFirstName] ha sido asesinado y vuestro hijo ha sido encarcelado! ¡Los [feud_reconcile_target.GetOnlyDynastyName] han decidido rechazar la oferta de paz!;;;;;;;;;x
EVTOPTAdynastic_rivalry.11;Those vile scum!;Bande de sales bâtards !;;;¡Esa vil escoria escoria de mierda!;;;;;;;;;x
EVTDESCdynastic_rivalry.12;The emissary you sent to [From.GetTitledFirstNameWithDynastyNoRegnal] has returned with great news! The [From.GetOnlyDynastyName]s have decided to accept the offer of peace!;Vous recevez la nouvelle que l'émissaire que vous avez envoyé à  [From.GetTitledFirstNameWithDynastyNoRegnal]  est revenu avec de très bonnes nouvelles ! Les  [From.GetOnlyDynastyName] ont décidé d'accepter l'offre de paix !;;;¡Habéis sido informado de que el emisario que enviasteis a [feud_reconcile_target.GetTitledFirstName] ha vuelto con grandes noticias! ¡Los [feud_reconcile_target.GetOnlyDynastyName] han decidido aceptar vuestra oferta de paz!;;;;;;;;;x
EVTOPTAdynastic_rivalry.12;Finally we can live in peace!;Nous pouvons enfin vivre en paix !;;;¡Por fin podemos vivir en paz!;;;;;;;;;x
EVTDESCdynastic_rivalry.13;The [FromFrom.GetGetOnlyDynastyName]-[Root.GetOnlyDynastyName] blood feud has finally come to and end! We can now finally live in peace and coexist together.;La vendetta entre les [FromFrom.GetGetOnlyDynastyName] et les [Root.GetOnlyDynastyName] est finalement terminée ! Nous pouvons enfin vivre en paix !;;;¡La enemistad de sangre [From.GetGetOnlyDynastyName]-[Root.GetOnlyDynastyName] por fin ha llegado a su fin! Por fin podemos vivir en paz y coexistir juntos.;;;;;;;;;x
EVTOPTAdynastic_rivalry.13;Finally it is over!;C'est enfin terminé !;;;Por fin ha terminado!;;;;;;;;;x
TOOLTIPfeud_reconcile_reject;The [From.GetOnlyDynastyName]s will be informed of your rejection\n;Les [From.GetOnlyDynastyName] seront informés de votre refus\n;;;Los [From.GetOnlyDynastyName] serán informados de tu negativa al acuerdo\n;;;;;;;;;x
EVTDESCdynastic_rivalry.14;The [From.GetOnlyDynastyName]s have rejected your gracious offer of a peace between your two houses and an end to this on going feud... Do they wish for it to continue? Do they need time? Do they need a bigger sign of your desire for peace? Whatever it is they need you did not provide it.;Les [From.GetOnlyDynastyName] ont rejeté votre généreuse offre de paix entre vos deux maisons... Veulent-ils que la querelle continue ? Ont-ils besoin de temps ? Ont-ils besoin d'un signe plus important de votre part, prouvant que vous désirez véritablement la paix ?  Qu'importe ce dont ils ont besoin, vous n'êtes pas parvenu à le leur offrir.;;;Los [From.GetOnlyDynastyName] han rechazado tu generosa oferta de paz entre vuestras dos Casas y de poner fin a esta larga enemistad... ¿Desean continuar con esto? ¿Necesitan tiempo? ¿Necesitan una muestra más grande de tu deseos de paz? Lo que sea que necesitaran no se lo habéis dado.;;;;;;;;;x
EVTOPTAdynastic_rivalry.14;They need time, old wounds heal slowly;Ils ont besoin de temps, les vieilles blessures mettent du temps à se refermer.;;;Ellos necesitan tiempo, las viejas heridas tardan en sanar.;;;;;;;;;x
EVTOPTBdynastic_rivalry.14;Those bastards want a feud? I'll give them one they'll regret;Ces bâtards veulent un bain de sang ? Je vais leur en donner un qu'ils ne seront pas prêts d'oublier !;;;¿Esos bastardos quieren seguir enemistados? Les daré una razón que hará que se arrepientan.;;;;;;;;;x
EVTDESCdynastic_rivalry.1B;The lowly [blood_feud_target.GetTitledFirstNameNoRegnal] [blood_feud_target.GetOnlyDynastyName] is reportedly riding through [Root.Location.GetName] with only a small guard to protect [blood_feud_target.GetHerHim]. This would make the perfect opportunity to ambush [blood_feud_target.GetHerHim] and make [blood_feud_target.GetHerHim] answer for the crimes of [blood_feud_target.GetHerHis] house!;Le(a) vil(e) [blood_feud_target.GetTitledFirstNameNoRegnal] [blood_feud_target.GetOnlyDynastyName] semble chevaucher vers [Root.Location.GetName] avec seulement une petite troupe pour le(a) protéger. Voilà une opportunité parfaite pour lui tendre une embuscade et lui faire payer les crimes de sa maison !;;;El abyecto [blood_feud_target.GetTitledFirstNameNoRegnal] [blood_feud_target.GetOnlyDynastyName] ha sido visto cabalgando a través de [Root.Location.GetName] acompañado solo por una pequeña parte de su guardia personal. Esta sería una oportunidad perfecta para emboscarle y hacerle responder por los crímenes de su Casa!;;;;;;;;;x
EVTOPTAdynastic_rivalry.1B;Yes, I will bring all my men to attack [blood_feud_target.GetHerHim]!;Oui, je vais mener tous mes hommes pour l'attaquer !;;;Si, llevaré a todos mis hombres para atacarle!;;;;;;;;;x
EVTDESCdynastic_rivalry.3B;I was riding through [Root.Location.GetName] with what I thought an ample guard when I was ambushed by the [GetRootFromInsult] [From.GetFirstNameWithDynasty]! [From.GetSheHeCap] says [From.GetSheHe] wants me to answer for my supposed crimes, and [From.GetHerHis] men outnumber us greatly. [From.GetSheHeCap] moves forward and draws [From.GetHerHis] sword and demands that I show my steel.;"Je chevauchais vers [Root.Location.GetName] avec une petite troupe lorsque j'ai été victime d'une embuscade de ce bâtard de [From.GetFirstNameWithDynasty]! Ses hommes étaient bien plus nombreux que nous. [From.GetSheHeCap] a dit qu'[From.GetSheHe] voulait que je réponde de certains ""crimes"" et  [From.GetSheHe] s'est avancé(e) vers moi en tirant l'épée en me demandant de faire de même.";;;Estaba cabalgando a través de [Root.Location.GetName] con un pequeño contingente de guardias cuando fui emboscado por el [GetRootFromInsult] de [From.GetFirstNameWithDynasty]! Sus hombres nos superan en número ampliamente y dice que quiere que responda por mis supuestos crímenes. Avanza hacia mi desenvainando su espada y exige que le muestre mi acero.;;;;;;;;;x
EVTOPTAdynastic_rivalry.3B;I will slay you all!;Je vais vous tuer jusqu'au dernier !;;;Os mataré a todos!;;;;;;;;;x
EVTOPTBdynastic_rivalry.3B;I offer my humble apologies, please dont hurt me!;Je vous offre mes humbles excuses et vous supplie de ne pas me faire de mal !;;;Os ofrezco mis más humildes y sinceras disculpas, por favor no me hagáis daño!;;;;;;;;;x
EVTDESCdynastic_rivalry.4B;You have managed to hunt down [From.GetFirstNameWithDynasty] in [Root.Location.GetName] and confront [From.GetHerHim]. You draw your sword and call upon [From.GetHerHim] to answer for [From.GetHerHis] crimes against House [Root.GetOnlyDynastyName]. Despite you outnumbering [From.GetHerHis] guards [From.GetSheHe] responds with steel, leading to a bloody confrontation where you kill or wound most of [From.GetHerHis] escort.;Vous avez rattrapé [From.GetFirstNameWithDynasty] à [Root.Location.GetName] et le(a) confrontez. Vous tirez votre épée et exigez qu'[From.GetSheHe] réponde de ses crimes envers la maison [Root.GetOnlyDynastyName]. Malgré le fait que vos hommes soient bien plus nombreux que ses gardes, [From.GetSheHe] a décidé de tirer l'épée à son tour. La confrontation est sanglante et tourne rapidement à votre avantage. Les membres de son escorte sont tués ou blessés.;;;Has conseguido dar caza a [From.GetFirstNameWithDynasty] en [Root.Location.GetName] y confrontarle. Desenvainas la espada y le exiges que responda por sus crímenes contra la Casa [Root.GetOnlyDynastyName]. A pesar de que sus guardias son superados en número, responde desenvainando su acero, provocando una sangrienta confrontación donde matáis o herís a la mayoría de su escolta.;;;;;;;;;x
EVTDESCdynastic_rivalry.5B;A bloody melee ensues in which [FromFrom.GetFirstNameWithDynasty] and [FromFrom.GetHerHis] men overwhelms your guard, killing or wounding them all. You are not left unscathed, but are left to live. Much [Root.GetOnlyDynastyName] blood has been is spilt, and animosity with house [FromFrom.GetOnlyDynastyName] for years to come ensured.;Une mêlée des plus sanglantes s'ensuit durant laquelle [FromFrom.GetFirstNameWithDynasty] et ses hommes éliminent la plupart de vos gardes. Vous n'en sortez pas indemne mais on vous laisse la vie sauve. Le sang [Root.GetOnlyDynastyName] a été abondamment versé et l'animosité avec la maison [FromFrom.GetOnlyDynastyName] n'est pas prête de s'éteindre dans les années à venir.;;;Una sangrienta pelea tiene lugar y [FromFrom.GetFirstNameWithDynasty] y sus hombres aplastan a tu guardia, matando o hiriendo a todos ellos. No escapas de la batalla ileso, pero al menos estás vivo. Mucha sangre [Root.GetOnlyDynastyName] ha sido derramada, la enemistad con la Casa  [FromFrom.GetOnlyDynastyName] está asegurada por muchos años.;;;;;;;;;x
EVTDESCdynastic_rivalry.6B;You have managed to hunt down [From.GetFirstNameWithDynasty] in [Root.Location.GetName] and confront [From.GetHerHim]. You draw your sword and call upon [From.GetHerHim] to answer for [From.GetHerHis] crimes against House [Root.GetOnlyDynastyName]. In response [From.GetSheHe] offers profuse apologies and begs for mercy, promising to answer for [From.GetHerHis] crimes in front of [From.TopLiege.GetTitledFirstNameNoRegnal].;Vous avez rattrapé [From.GetFirstNameWithDynasty] à [Root.Location.GetName] et vous l'avez confronté. Vous tirez votre épée et exigez qu'[From.GetSheHe] réponde se ses crimes envers la maison [Root.GetOnlyDynastyName]. [From.GetSheHeCap] vous offre ses plus humbles excuses et vous supplie de l'épargner, promettant de répondre de ses crimes devant [From.TopLiege.GetTitledFirstNameNoRegnal].;;;Has conseguido dar caza a [From.GetFirstNameWithDynasty] en [Root.Location.GetName] y confrontarle. Desenvainas la espada y le exiges que responda por sus crímenes contra la Casa [Root.GetOnlyDynastyName]. Él responde ofreciendo abundantes disculpas  y ruega clemencia, prometiendo responder por sus crímenes frente a [From.TopLiege.GetTitledFirstNameNoRegnal].;;;;;;;;;x
EVTOPTAdynastic_rivalry.6B;Good, I will leave you unscathed, for now;Bien, je vous laisse indemne… pour le moment.;;;Bien, no os haré daño alguno, por ahora…;;;;;;;;;x
EVTDESCdynastic_rivalry.200;Houses Blackwood and Bracken have been locked in a bitter feud since the Age of Heroes when both houses ruled as kings. The feud has continued throughout the years, aided by House Bracken's change to the Faith of the Seven.;Les Maisons Nerbosc et Bracken entretiennent une vieille rivalité qui remonte à l'Âge des Héros, lorsqu’elles étaient toutes deux des maison royales. La conversion des Bracken à la Foi des Sept n’a fait qu’aviver un peu plus le feu de la discorde, qui a perdurée à travers les siècles. ;;;Las casas Blackwood y Bracken mantienen una vieja rivalidad que se remonta a la Edad de los Héroes, cuando ambas eran casas reales. La conversión de los Bracken a la Fe de los Siete no hizo más que avivar el fuego de la discordia, que ha perdurado a través de los siglos. ;;;;;;;;;x
EVTOPTAdynastic_rivalry.200;We will show those Brackens!;On va leur montrer à ces Bracken !;;;Les enseñaremos a estos Bracken!;;;;;;;;;x
EVTOPTBdynastic_rivalry.200;Those Blackwoods shall fall!;Ces Nerbosc sont finis ! ;;;Estos Blackwood caerán!;;;;;;;;;x
EVTDESC_dynastic_rivalry.201;Houses Forrester and Whitehill have been locked in a bitter feud always competing over the precious Ironwood. The feud has continued throughout the years, aided by House Whitehill's change to the Faith of the Seven.;Les Maisons Forrester and Whitehill se battent durement pour le contrôle des Ironwood. La lutte dure depuis des années, alimentée par la conversion de la Maison Whitehill à la Foi des Sept.;;;Las casas Forrester y Whitehill se disputan el control de los Palohierro. La disputa ha continuado a lo largo de los años, incrementada por la conversión de la casa Whitehill a la Fe de los Siete.;;;;;;;;;x
EVTOPTA_dynastic_rivalry.201;We will show those Forresters!;Les Forrester vont souffrir !;;;Los Forrester sufrirán!;;;;;;;;;x
EVTOPTB_dynastic_rivalry.201;Those Whitehills shall never have our Ironwood!;Les Whitehill n'auront jamais les Ironwood !;;;Los Whitehill no tendrán nunca los Palohierro!;;;;;;;;;x
EVTDESC_dynastic_rivalry.202;A thousand years ago during Nymeria's War, following the defeat of King Garrison Fowler by Nymeria's host, the Fowlers sided with the Martells against the Yronwoods. Since then the two houses of the Stone Way and the Prince's Pass have been fierce rivals, locked in a bitter feud.;;;;Hace mil años, durante la guerra de Nymeria, después de la derrota del rey Garrison Fowler por Nymeria, tras su llegada a Dorne los Fowlers se pusieron del lado de los Martell contra los Yronwoods. Desde entonces, las dos casas que Guardan el Camino Pedregoso y el Paso del Príncipe han sido feroces rivales, encerradas en una amarga disputa.;;;;;;;;;x
EVTOPTA_dynastic_rivalry.202;We Guard the Way;;;;Nosotros guardamos el camino;;;;;;;;;x
EVTOPTB_dynastic_rivalry.202;Let Me Soar;;;;Déjame ascender;;;;;;;;;x
TOOLTIPbloody_vengeance_REALMSIZE_CLAIMS;[Root.GetTitledFirstNameWithDynastyNoRegnal] must hold some sort of claim on [From.GetTitledFirstNameWithDynastyNoRegnal]'s lands (Due to being more than twice as powerful than [From.GetTitledFirstNameNoRegnal]);;;;[Root.GetTitledFirstNameWithDynastyNoRegnal] debe tener algún tipo de reclamo en los terrenos de [From.GetTitledFirstNameWithDynastyNoRegnal] (Debido a que tiene más del doble de poder que [From.GetTitledFirstNameNoRegnal]);;;;;;;;;x
TOOLTIPbloody_vengeanceLIFETIME;[Root.GetTitledFirstNameWithDynastyNoRegnal] has NOT already targetted House [From.GetOnlyDynastyName] with a successful vengeance war in [Root.GetHerHis] lifetime;;;;[Root.GetTitledFirstNameWithDynastyNoRegnal] NO se ha dirigido ya a la Casa [From.GetOnlyDynastyName] en una exitosa guerra de venganza contra  [Root.GetHerHis] para toda la vida;;;;;;;;;x
EVTDESCdynastic_rivalry.203;Since the Age of Heroes Houses Manderly and Peake have been at odds with each other.  While the Gardener kings of Highgarden were able to stop outright war, the old grudges still burn benaeth the surface.;;;;Desde la Edad de los Héroes, las Casas Manderly y Peake han estado en desacuerdo la una del otro. Mientras que los reyes jardineros de Altojardín pudieron detener la guerra abierta, aun hay viejos rencores que arden en la superficie.;;;;;;;;;x
EVTOPTAdynastic_rivalry.203;We will show those Peakes!;;;;¡Mostraremos esos Picos!;;;;;;;;;x
EVTOPTBdynastic_rivalry.203;Those Manderlys shall fall!;;;;Esos Manderlys caerán;;;;;;;;;x
EVTDESCdynastic_rivalry.20;Upon arriving at [blood_feud_brawl_host.GetTitledFirstNameNoRegnal]'s [blood_feud_brawl_host.GetCapitalHolding] I was disgusted to see a party of [blood_feud_brawl_target.GetOnlyDynastyName]s also present, led by [blood_feud_brawl_target.GetTitledFirstNameWithDynastyNoRegnal]. The tension is high, and violence is threatening to occur between our two groups.;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.20;Insult the accursed [blood_feud_brawl_target.GetOnlyDynastyName]!;;;;;;;;;;;;;x
TOOLTIPdynastic_rivalry.22;You insult [blood_feud_brawl_target.GetTitledFirstNameWithDynastyNoRegnal] and order your men to antagonise the enemy party;;;;;;;;;;;;;x
EVTOPTBdynastic_rivalry.20;Do not rise to their goading;;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.21;Upon arriving at [blood_feud_brawl_host.GetTitledFirstNameNoRegnal]'s [blood_feud_brawl_host.GetCapitalHolding] I was disgusted to see a party of [From.GetOnlyDynastyName]s also present, led by [From.GetTitledFirstNameWithDynastyNoRegnal]. The tension is high, but [From.GetTitledFirstNameNoRegnal] is deliberating avoiding confrontation.;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.21;[From.GetHerHisCap] mere presence offends me!;;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.22;Upon arriving at [blood_feud_brawl_host.GetTitledFirstNameNoRegnal]'s [blood_feud_brawl_host.GetCapitalHolding] I was disgusted to see a party of [From.GetOnlyDynastyName]s also present, led by [From.GetTitledFirstNameWithDynastyNoRegnal]. The tension is high, and [From.GetTitledFirstNameNoRegnal] is the ringleader in goading your men and insulting your honour.;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.22;That's it, we will show that [GetRootFromInsult] [From.GetOnlyDynastyName]!;;;;;;;;;;;;;x
TOOLTIPdynastic_rivalry.23;Violence breaks out...;;;;;;;;;;;;;x
EVTOPTBdynastic_rivalry.22;I will rise above these insults;;;;;;;;;;;;;x
TOOLTIPdynastic_rivalry.25;You order your men to show restraint and to refrain from violence;;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.23;[From.GetTitledFirstNameWithDynastyNoRegnal] did not take kindly to neither your insults or the goading of your men. It was not long before a fist fight between the [From.GetOnlyDynastyName] and [Root.GetOnlyDynastyName] men broke out in the middle of [blood_feud_brawl_host.GetTitledFirstNameNoRegnal]'s [blood_feud_brawl_host.GetCapitalHolding]!;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.23;Take that you [GetRootFromInsult] [From.GetOnlyDynastyName]!;;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.24;You did not take kindly to [From.GetTitledFirstNameWithDynastyNoRegnal]'s insults, you and your men are incesnsed. It was not long before a fist fight between the [From.GetOnlyDynastyName] and [Root.GetOnlyDynastyName] men broke out in the middle of [blood_feud_brawl_host.GetTitledFirstNameNoRegnal]'s [blood_feud_brawl_host.GetCapitalHolding]!;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.24;Beat them into a pulp! My honour demands it!;;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.25;Despite the provocations of you and your men, [From.GetTitledFirstNameWithDynastyNoRegnal] is showing deliberate restraint, and [From.GetHerHis] men are not rising to threats of violence.;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.25;That [GetRootFromInsult] [From.GetOnlyDynastyName] is clearly showing weakness!;;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.26;Whilst attending an event at [blood_feud_brawl_host.GetTitledFirstNameNoRegnal]'s [blood_feud_brawl_host.GetCapitalHolding], violence broke out between a group of [From.GetOnlyDynastyName]s and [FromFrom.GetOnlyDynastyName]s! The brawl, in which your [From.GetRootRelation] [From.GetTitledFirstNameNoRegnal] was one of the ringleaders, shocked all those present.;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.26;[FromFrom.GetOnlyDynastyName] scum!;;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.27;Despite being in my [Root.GetCapitalHolding] as guests, violence has broken out between a group of [From.GetOnlyDynastyName]s and [FromFrom.GetOnlyDynastyName]s! The brawl shocked all those present, and gravely disrespected my hospitality.;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.27;This is unacceptable!;;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.30;The army is currently encamped at [Root.Location.GetName], and despite nominally being allied the tension is high between the men led by [enemy_vassal.GetTitledFirstNameWithDynastyNoRegnal] and my [Root.GetOnlyDynastyName] men. The bad blood between the houses is threatening to erupt in violence!;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.30;We cannot show weakness! Encourage them!;;;;;;;;;;;;;x
opinion_undisciplined;Undisciplined;;;;;;;;;;;;;x
EVTOPTBdynastic_rivalry.30;Order the men to show restraint;;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.31;The army is currently encamped at [Root.Location.GetName], and despite nominally being allied the tension is high between the men led by [From.GetTitledFirstNameWithDynastyNoRegnal] and my [Root.GetOnlyDynastyName] men. The bad blood between the houses is threatening to erupt in violence, and [From.GetTitledFirstNameNoRegnal] is doing nothing to discourage it!;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.31;If it is a fight they want, give it to them!;;;;;;;;;;;;;x
EVTOPTBdynastic_rivalry.31;Order the men to keep the peace;;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.32;With fights starting to break out between the [Root.GetOnlyDynastyName] and [From.GetOnlyDynastyName] men, neither you nor [From.GetTitledFirstNameWithDynastyNoRegnal] did anything to stop them. The violence soon got very out of hand.;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.32;So be it;;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.33;The army is currently encamped at [Root.Location.GetName], and despite nominally being allied the tension is high between the men led by [From.GetTitledFirstNameWithDynastyNoRegnal] and [FromFrom.GetTitledFirstNameWithDynastyNoRegnal]. The bad blood between the houses has erupted into outright violence in the camp!;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.33;This is shameful, can you not keep discipline?!;;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.34;It seems [From.GetTitledFirstNameWithDynastyNoRegnal] has been actively discouraging [From.GetHerHis] men from confrontation with your men. The comparative ill discipline of your own men has reflected badly on you.;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.34;Typical duplicitous [From.GetOnlyDynastyName] behaviour!;;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.35;The army is currently encamped at [Root.Location.GetName], and despite nominally being allied the tension is high between the men led by [From.GetTitledFirstNameWithDynastyNoRegnal] and [FromFrom.GetTitledFirstNameWithDynastyNoRegnal]. Thankfully the bad blood between the houses has not erupted into violence, thanks to the restraint of [From.GetTitledFirstNameWithDynastyNoRegnal].;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.35;Why can't [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] show similar discipline?;;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.40;I have to suffer with a [enemy_councillor.GetOnlyDynastyName] on [Root.Liege.GetTitledFirstNameNoRegnal]'s council, and often we get to heated arguments at council meetings. [enemy_councillor.GetTitledFirstNameWithDynastyNoRegnal] is enraging me more than usual at today's meeting, and I'm not sure I can contain myself...;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.40;Launch an angry tirade!;;;;;;;;;;;;;x
EVTOPTBdynastic_rivalry.40;I must keep calm;;;;;;;;;;;;;x
EVTOPTCdynastic_rivalry.40;Cleverly refute and belittle [enemy_councillor.GetHerHis] arguments;;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.41;Whilst at a meeting of [Root.Liege.GetTitledFirstNameNoRegnal]'s council I was making many sound arguments that put the [From.GetOnlyDynastyName], [From.GetTitledFirstNameNoRegnal], in [From.GetHerHis] place. I clearly got under [From.GetHerHis] skin, for [From.GetSheHe] has launched a furious tirade at me!;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.41;I will not stand by and let that [GetRootFromInsult] insult me!;;;;;;;;;;;;;x
EVTOPTBdynastic_rivalry.41;Let [From.GetHerHim] rage, I will not dishonour myself in front of [Root.Liege.GetTitledFirstNameNoRegnal];;;;;;;;;;;;;x
EVTOPTCdynastic_rivalry.41;I know just the witty comeback for this;;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.42;[From.GetTitledFirstNameWithDynastyNoRegnal] did not attempt to defend [From.GetHerHim]self from your forceful tirade, and merely sat there passively.;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.42;Good, keep quiet you [GetRootFromInsult] [From.GetOnlyDynastyName]!;;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.43;As the council meeting went on, [From.GetTitledFirstNameWithDynastyNoRegnal] merely smirked as you ranted and raved at [FromGetHerHim]. When you finally stopped [From.GetSheHe] made an annoyingly clever remark that made you look foolish.;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.43;I will not forget this [From.GetOnlyDynastyName]!;;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.44;[From.GetTitledFirstNameWithDynastyNoRegnal] and [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] often get into heated arguments at council meetings, the blood feud between their houses being the main reason. Today their conflict is more fierce than usual, they are shouting furiously at eachother and look like they may come to blows!;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.44;Sigh, what can I do?;;;;;;;;;;;;;x
EVTOPTBdynastic_rivalry.44;Get out of my council chamber, both of you!;;;;;;;;;;;;;x
EVTOPTCdynastic_rivalry.41;Placate them both with smooth words;;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.45;Angry with your vicious arguments, [Root.Liege.GetTitledFirstNameNoRegnal] has ejected both you and your fellow councillor from the council meeting!;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.45;How humiliating;;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.46;[From.GetTitledFirstNameWithDynastyNoRegnal] and [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] often get into heated arguments at council meetings, the blood feud between their houses being the main reason. Today [FromFrom.GetTitledFirstNameNoRegnal] flew into an angry tirade, but [From.GetTitledFirstNameNoRegnal] merely sat passively and took it.;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.46;That is most restrained;;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.47;[From.GetTitledFirstNameWithDynastyNoRegnal] and [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] often get into heated arguments at council meetings, the blood feud between their houses being the main reason. Today [From.GetTitledFirstNameNoRegnal] flew into an angry tirade, at the end of which [FromFrom.GetTitledFirstNameNoRegnal] made a calm, witty retort which had the council in stiches.;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.47;How humiliating for [From.GetTitledFirstNameNoRegnal];;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.48;You were on the verge of coming to blows when [Root.Liege.GetTitledFirstNameNoRegnal] stepped in and placated you both with smooth words.;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.48;Apologies, [Root.Liege.PrimaryTitle.GetFOA];;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.50;Those insidious [enemy_feud_target.GetOnlyDynastyName] are contemptible, and their lands at [enemy_feud_province.GetName] are vulnerable. Perhaps we could send a party of hired bandits there to harass the [enemy_feud_province.GetPeasantNamePlural] and burn their land?;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.50;Yes, they will know [Root.GetOnlyDynastyName] justice!;;;;;;;;;;;;;x
harrassed_peasants;Harassed Peasants;;;;;;;;;;;;;x
EVTOPTBdynastic_rivalry.50;No, our feud is not the [enemy_feud_province.GetPeasantNamePlural] fault;;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.51;That [GetRootFromInsult] [From.GetOnlyDynastyName], [From.GetTitledFirstNameNoRegnal], has sent armed bandits into my lands at [enemy_feud_province.GetName]! There they have burned crops, vandalized buildings and harassed the [enemy_feud_province.GetPeasantNamePlural]!;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.51;House [Root.GetOnlyDynastyName] shall retaliate in kind!;;;;;;;;;;;;;x
EVTOPTBdynastic_rivalry.51;This is an outrage!;;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.52;In retalitation for your harassing of [enemy_feud_province.GetName], [From.GetTitledFirstNameWithDynastyNoRegnal] has sent armed bandits into [enemy_feud_province_B.GetName] to burn and pillage our lands!;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.52;Don't think it will stop here you [GetRootFromInsult] [From.GetOnlyDynastyName]!;;;;;;;;;;;;;x
EVTDESCdynastic_rivalry.204;During the Dornish Wars, Lord Wyl defeated the forces of Orys Baratheon as they attempted to assault the Boneway. Lord Baratheon and his men were ransomed. However, they were freed only after having their sword hands cut off so they would not be able to use them again against Dorne. Orys vowed vengeance against House Wyl, and the infamous deeds of the Wyls during this war are still remembered, in Fawnton and Old Oak as well as Storm's End. House Wyl hold feud against House Baratheon, from when Orys cut off Walter Wyl's sword hand in vengeance, then his other hand and both feet, which he called usury.;;;;;;;;;;;;;x
EVTOPTAdynastic_rivalry.204;What we did was in defence of Dorne!;;;;;;;;;;;;;x
