stillborn;Stillborn;Mort-né;;;Mortinato;;;;;;;;;x;
EVTDESCPIL12;It took a long night of effort, but at last you have it - a forged letter, written painstakingly in [Root.PlotTarget.Father.GetTitledFirstName]'s hand, addressed to [Root.PlotTarget.Mother.GetTitledFirstName], and dated six months before [Root.PlotTarget.GetFirstName]'s birth. You have no idea, however, whether it will hold up to a closer inspection.;Cela a demandé une nuit d'effort mais vous êtes parvenu à fabriquer un faux, une lettre de la main de [Root.PlotTarget.Father.GetTitledFirstName], adressée à [Root.PlotTarget.Mother.GetTitledFirstName], et datée de neuf mois avant la naissance de [Root.PlotTarget.GetFirstName]. Cependant, vous ne savez pas si la supercherie résisterait à un examen plus attentif.;;;Costó una noche de duro esfuerzo pero conseguiste falsificar una carta de [Root.PlotTarget.Father.GetTitledFirstName], dirigida a [Root.PlotTarget.Mother.GetTitledFirstName], y datada nueve meses antes del nacimineto de [Root.PlotTarget.GetFirstName]. Sin embargó, no sabes si la falsificación resistirá a un exámen intensivo.;;;;;;;;;x;
EVTOPTAPIL12;I can only hope we were thorough enough.;Je peux seulement espérer que j'ai été assez minutieux.;;;Sólo puedo esperar haber sido minucioso.;;;;;;;;;x;
EVTDESCPIL14;You see things, sometimes, in your dreams. They call it the greensight, an ancient magic of the Children of the Forest. And this time, the tortured visions have only one possible interpretation. You're sure of it now. [Root.PlotTarget.GetTitledFirstName] is no child of [Root.PlotTarget.Father.GetFirstName]'s.;Parfois, vous voyez des choses dans vos rêves. On appelle cela la vervue, une antique magie des Enfants de la Forêt. Cette fois, les visions n'ont qu'une seule interprétation possible, vous en êtes sûr. [Root.PlotTarget.GetTitledFirstName] n'est pas de [Root.PlotTarget.Father.GetFirstName].;;;A veces, ves cosas en sueños. Se llama verdevidencia, una magia antigua de los Niños del Bosque. En esta ocasión, las visiones no dejan duda. [Root.PlotTarget.GetTitledFirstName] no es hijo de [Root.PlotTarget.Father.GetFirstName].;;;;;;;;;x;
EVTOPTAPIL14;But will anyone else believe it?;Mais qui y croira ?;;;Pero alguién se lo creerá?;;;;;;;;;x;
EVTDESCPIL15;You see things, sometimes, in your dreams. They call it the greensight, an ancient magic of the Children of the Forest. And this time, the tortured visions have only one possible interpretation. You're sure of it now.;Parfois, vous voyez des choses dans vos rêves. On appelle cela la vervue, une antique magie des Enfants de la Forêt. Cette fois, les visions n'ont qu'une seule interprétation possible, vous en êtes sûr. ;;;A veces, ves cosas en sueños. Se llama verdevidencia, una magia antigua de los Niños del Bosque. En esta ocasión, las visiones no dejan duda.;;;;;;;;;x;
EVTOPTAPIL15;But will anyone else believe it?;Mais qui y croira ?;;;Pero alguién se lo creerá?;;;;;;;;;x;
EVTTOOLTIPPIL15;is no child of [This.Father.GetFirstName]'s.;n'est pas de [This.Father.GetFirstName].;;;no es hijo de [Root.PlotTarget.Father.GetFirstName].;;;;;;;;;x;
EVTTOOLTIPPIL16;must hear of this!;doit être mis(e) au courant !;;;debe ser puesto al corriente!;;;;;;;;;x;
EVTDESCPIL16;A frantic [From.GetTitledFirstName] comes to you in the night. [From.GetSheHeCap] claims to have seen proof of [Root.PlotTarget.GetFirstName]'s illegitimacy, in [From.GetHerHis] dreams. You're not entirely sure you believe [From.GetHerHim] - or whether anyone else will. But you suppose no evidence can hurt.;[From.GetTitledFirstName] est venu vous voir au beau milieu de la nuit. [From.GetSheHeCap] dit avoir des preuves de l'illégitimité de [Root.PlotTarget.GetFirstName], grâce à ses rêves. Vous n'êtes pas tout à fait sûr de le(a) croire, ou que quiconque le fera, mais une preuve de plus ne peut faire de mal. ;;;[From.GetTitledFirstName] ha venido en mitad de la noche. Dice tener pruebas de la ilegitimidad de [Root.PlotTarget.GetFirstName], gracias a sus sueños. No sabes si creerle o no, pero tener una prueba más nunca viene mal.;;;;;;;;;x;
EVTOPTAPIL16;It's better than nothing, at least.;C'est mieux que rien.;;;Es mejor que nada.;;;;;;;;;x;
pil_fabricate_dreams_decision_1;Create a False Green Dream;Mentir sur un rêve vert;;;Mentir sobre un sueño verde;;;;;;;;;x;
pil_fabricate_dreams_decision_1_desc;You sometimes have visions while you sleep - green dreams, they're called. You're not sure how much weight such things carry, but perhaps you could claim to have seen proof of [Root.PlotTarget.GetTitledFirstName]'s illegitimacy. Of course, you'd have to come up with a plausible vision.;Vous avez parfois des visions lorsque vous dormez, des rêves verts comme on les appelle. Vous n'êtes pas sûr du crédit qu'on leur accordera, mais vous pouvez peut-être faire croire que vous avez obtenu la preuve de l'illégitimité de [Root.PlotTarget.GetTitledFirstName] grâce à eux. Bien sûr vous devez inventer une vision plausible.;;;A veces tienes visiones cuando duermes, sueños verdes como se les llama. No estás seguro del crédito que te darán, pero puedes hacer creer que has obtenido la prueba de la ilegitimidad de [Root.PlotTarget.GetTitledFirstName] gracias a los sueños. Por supuesto, tendrás que inventar una visión plausible.;;;;;;;;;x;
pil_fabricate_dreams_decision_2;Create a False Green Dream;Mentir sur un rêve vert;;;Mentir sobre un sueño verde;;;;;;;;;x;
pil_fabricate_dreams_decision_2_desc;You sometimes have visions while you sleep - green dreams, they're called. You're not sure how much weight such things carry, but perhaps you could claim to have seen proof of [Root.PlotTarget.GetTitledFirstName]'s illegitimacy. Of course, you'd have to come up with a plausible vision.;Vous avez parfois des visions lorsque vous dormez, des rêves verts comme on les appelle. Vous n'êtes pas sûr du crédit qu'on leur accordera, mais vous pouvez peut-être faire croire que vous avez obtenu la preuve de l'illégitimité de [Root.PlotTarget.GetTitledFirstName] grâce à eux. Bien sûr vous devez inventer une vision plausible.;;;A veces tienes visiones cuando duermes, sueños verdes como se les llama. No estás seguro del crédito que te darán, pero puedes hacer creer que has obtenido la prueba de la ilegitimidad de [Root.PlotTarget.GetTitledFirstName] gracias a los sueños. Por supuesto, tendrás que inventar una visión plausible.;;;;;;;;;x;
pil_fabricate_dreams_decision_3;Create a False Green Dream;Mentir sur un rêve vert;;;Mentir sobre un sueño verde;;;;;;;;;x;
pil_fabricate_dreams_decision_3_desc;You sometimes have visions while you sleep - green dreams, they're called. You're not sure how much weight such things carry, but perhaps you could claim to have seen proof of [Root.PlotTarget.GetTitledFirstName]'s illegitimacy. Of course, you'd have to come up with a plausible vision.;Vous avez parfois des visions lorsque vous dormez, des rêves verts comme on les appelle. Vous n'êtes pas sûr du crédit qu'on leur accordera, mais vous pouvez peut-être faire croire que vous avez obtenu la preuve de l'illégitimité de [Root.PlotTarget.GetTitledFirstName] grâce à eux. Bien sûr vous devez inventer une vision plausible.;;;A veces tienes visiones cuando duermes, sueños verdes como se les llama. No estás seguro del crédito que te darán, pero puedes hacer creer que has obtenido la prueba de la ilegitimidad de [Root.PlotTarget.GetTitledFirstName] gracias a los sueños. Por supuesto, tendrás que inventar una visión plausible.;;;;;;;;;x;
pil_fabricate_dreams_decision_4;Create a False Green Dream;Mentir sur un rêve vert;;;Mentir sobre un sueño verde;;;;;;;;;x;
pil_fabricate_dreams_decision_4_desc;You sometimes have visions while you sleep - green dreams, they're called. You're not sure how much weight such things carry, but perhaps you could claim to have seen proof of [Root.PlotTarget.GetTitledFirstName]'s illegitimacy. Of course, you'd have to come up with a plausible vision.;Vous avez parfois des visions lorsque vous dormez, des rêves verts comme on les appelle. Vous n'êtes pas sûr du crédit qu'on leur accordera, mais vous pouvez peut-être faire croire que vous avez obtenu la preuve de l'illégitimité de [Root.PlotTarget.GetTitledFirstName] grâce à eux. Bien sûr vous devez inventer une vision plausible.;;;A veces tienes visiones cuando duermes, sueños verdes como se les llama. No estás seguro del crédito que te darán, pero puedes hacer creer que has obtenido la prueba de la ilegitimidad de [Root.PlotTarget.GetTitledFirstName] gracias a los sueños. Por supuesto, tendrás que inventar una visión plausible.;;;;;;;;;x;
pil_fabricate_dreams_decision_5;Create a False Green Dream;Mentir sur un rêve vert;;;Mentir sobre un sueño verde;;;;;;;;;x;
pil_fabricate_dreams_decision_5_desc;You sometimes have visions while you sleep - green dreams, they're called. You're not sure how much weight such things carry, but perhaps you could claim to have seen proof of [Root.PlotTarget.GetTitledFirstName]'s illegitimacy. Of course, you'd have to come up with a plausible vision.;Vous avez parfois des visions lorsque vous dormez, des rêves verts comme on les appelle. Vous n'êtes pas sûr du crédit qu'on leur accordera, mais vous pouvez peut-être faire croire que vous avez obtenu la preuve de l'illégitimité de [Root.PlotTarget.GetTitledFirstName] grâce à eux. Bien sûr vous devez inventer une vision plausible.;;;A veces tienes visiones cuando duermes, sueños verdes como se les llama. No estás seguro del crédito que te darán, pero puedes hacer creer que has obtenido la prueba de la ilegitimidad de [Root.PlotTarget.GetTitledFirstName] gracias a los sueños. Por supuesto, tendrás que inventar una visión plausible.;;;;;;;;;x;
pil_fabricate_dreams_backer_decision;Ask For a False Green Dream;Demander un faux rêve vert;;;Pedir un falso sueño verde;;;;;;;;;x;
pil_fabricate_dreams_backer_decision_desc;Your investigation is proceeding far too slowly for your tastes, and you wonder if you might be able to speed it up a little. One of your co-conspirators claims to receive visions of the future in their dreams. Perhaps they could claim to have received visions of [Root.PlotTarget.GetTitledFirstName]'s true parentage.;Votre enquête est bien trop lente à votre goût et vous vous demandez s'il ne serait pas possible de l'accélérer un peu. L'un de vos complices dit pouvoir voir le futur dans ses rêves. Peut-être pourrait-il dire qu'il a reçu une vision concernant la parenté de [Root.PlotTarget.GetTitledFirstName].;;;Tu investigación va más lenta de lo que te gustaría y te preguntas si no sería posible acelerarla un poco. Uno de tus cómplices dice que puede ver el futuro en sus sueños. Tal vez podría decir que ha tenido una visión concerniente a la paternidad de [Root.PlotTarget.GetTitledFirstName].;;;;;;;;;x;
EVTDESCPIL17;After a long night of work, wondering whether the time might have been better spent on REAL dreams, you've finished describing your fake one. You think, at least. It certainly seems to you like there's only one possible interpretation, but there's no way to be certain.;Durant toute une nuit vous avez peaufiné la description de votre faux rêve. Pour vous il ne peut y avoir qu'une seule interprétation, mais il n'y a aucun moyen d'en être sûr.;;;Durante toda una noche has refinado la descripción del falso sueño verde. Crees que sólo habrá una interpretación, pero eso nunca se sabe.;;;;;;;;;x;
EVTOPTAPIL17;It will have to do.;Cela devrait faire l'affaire. ;;;Así se hará.;;;;;;;;;x;
EVTDESCPIL19;You've made up your mind. It's time to put these claims of magical dreams to good use. And if they aren't going to say what you need them to, you might as well say it for them.;Vous avez pris une décision. Il est temps que ces rêves magiques servent à quelque chose. Et s'ils ne veulent pas dire ce que vous voulez entendre, alors vous allez le leur faire dire.;;;Has tomado una decisión. Es el momento de que los sueños mágicos sirvan para algo. Y si no quieren decirme lo que quiero oír, entonces yo haré que lo digan.;;;;;;;;;x;
EVTOPTAPIL19;Now, where's our self-proclaimed seer?;Bien, où est ce fameux vervoyant ?;;;Bien, dónde está ese famoso verdevidente?;;;;;;;;;x;
EVTTOOLTIPPIL20;will be asked to help create a false dream.;sera sollicité pour aider à la création d'un faux rêve.;;;será solicitado para ayudar a crear un falso sueño verde.;;;;;;;;;x;
EVTDESCPIL20;[From.GetTitledFirstName] comes to you with a proposal. The investigation, it seems, isn't proceeding as quickly as [From.GetSheHe]'d like. [From.GetSheHe] wants you to find a way to speed it up a little - perhaps by claiming to have had one of those visions of yours, even if you haven't. Who's to know, after all?;[From.GetTitledFirstName] vient vers vous avec une proposition. L'enquête, semble-t-il, ne se déroule pas aussi rapidement qu'[From.GetSheHe] le souhaiterait. [From.GetSheHe] veut que vous trouviez un moyen d'accélérer les choses, peut-être en disant que vous avez eu une de vos visions, même si vous n'en n'avez pas eu. Qui le saura après tout ?;;;[From.GetTitledFirstName] viene con una proposición. La investigación no se desarrolla tan rápidamente como le gustaría así que quiere acelerarla un poco. Tal vez diciendo que has tenido una visión, aunque no sea cierto? Nadie lo sabrá nunca.;;;;;;;;;x;
EVTOPTAPIL20;A solid enough plan, I suppose.;Un plan assez solide je suppose.;;;Un plan bastante sólido, supongo.;;;;;;;;;x;
EVTOPTBPIL20;How DARE you suggest such blasphemy?;Comment osez-vous suggérer un tel blasphème ?;;;Cómo osas sugerir tal blasfemia?;;;;;;;;;x;
EVTDESCPIL21;You're pleasantly surprised to see [From.GetTitledFirstName] agree to your proposal. Of course, the seer is just one part of the plan - you're also going to need to come up with a plausible vision, and that could be a fair bit harder. You're going to need all the help you can get.;Vous êtes agréablement supris de voir [From.GetTitledFirstName] accepter votre proposition. Bien entendu le vervoyant est juste une partie du plan, vous allez également avoir besoin d'inventer une vision plausible, et cela risque d'être un peu plus compliqué. Vous allez avoir besoin de toute l'aide possible. ;;;Estas agradablemente sorprendido de ver que [From.GetTitledFirstName] ha aceptado la propuesta. El verdevidente es la primera parte del plan, has de inventar una visión plausible, y eso será complicado. Necesitarás toda la ayuda posible.;;;;;;;;;x;
EVTOPTAPIL21;I think we can handle it.;Je pense que nous pouvons le faire.;;;Creo que podemos hacerlo.;;;;;;;;;x;
EVTOPTBPIL21;On second thought, maybe we're not ready yet.;A la réflexion, peut-être que nous ne sommes pas encore prêts.;;;Reflexionando, tal vez no estemos listos aún.;;;;;;;;;x;
EVTDESCPIL22;Once you make your suggestion, [From.GetFirstName] flies into a rage, demanding that you never speak such blasphemous words in [From.GetHerHis] presence again. You're driven from the room, and forced to lick your metaphorical wounds in a corridor outside.;Votre proposition a mis en colère [From.GetFirstName], qui ne veut plus entendre parler d'un tel blasphème. Vous êtes mis à la porte sans ménagement.;;;Tu propuesta ha enfadado a [From.GetFirstName], que no quiere saber nada del asunto. Te ha echado sin contemplaciones.;;;;;;;;;x;
EVTOPTAPIL22;...well, that didn't work.;… bien, cela n'a pas marché.;;;...bueno, no funcionó.;;;;;;;;;x;
EVTDESCPIL23;R'hllor has spoken. You've seen it in the flames. You're certain of it now. [Root.PlotTarget.GetTitledFirstName] is no child of [Root.PlotTarget.Father.GetFirstName]'s.;R'hllor a parlé. Vous l'avez vu dans les flammes. Vous en êtes certain désormais. [Root.PlotTarget.GetTitledFirstName] n'est pas l'enfant de [Root.PlotTarget.Father.GetFirstName].;;;R'hllor ha hablado. Lo has visto en las llamas. Ahora estás seguro. [Root.PlotTarget.GetTitledFirstName] no es el hijo de [Root.PlotTarget.Father.GetFirstName].;;;;;;;;;x;
EVTOPTAPIL23;But will anyone else believe it?;Mais qui y croira ?;;;Pero alguién se lo creerá?;;;;;;;;;x;
EVTDESCPIL24;You're certain of it now. You've seen it in the flames, in a vision from the Lord of Light himself. There can no longer be any doubt in the minds of the faithful.;Vous en êtes sûr désormais. Vous l'avez vu dans les flammes, une vision du Seigneur de la Lumière lui-même ! Il ne peut plus y avoir aucun doute dans l'esprit des vrais croyants. ;;;Ahora estás seguro. Lo has visto en las llamas, una visión del Señor de la Luz! No hay ninguna duda en la mente de los verdaderos creyentes.;;;;;;;;;x;
EVTOPTAPIL24;But will anyone else believe it?;Mais qui y croira ?;;;Pero alguién se lo creerá?;;;;;;;;;x;
EVTTOOLTIPPIL24;is no child of [This.Father.GetFirstName]'s.;n'est pas de [This.Father.GetFirstName].;;;no es de [This.Father.GetFirstName].;;;;;;;;;x;
EVTTOOLTIPPIL25;must hear of this!;doit être mis(e) au courant !;;;debe ser puesto al corriente!;;;;;;;;;x;
EVTDESCPIL25;[From.GetTitledFirstName] comes to you with news on the investigation. [From.GetSheHeCap] claims to have seen a vision in the flames, a sign from R'hllor, that proves beyond all possible doubt that [Root.PlotTarget.Father.GetFirstName] is not [Root.PlotTarget.GetTitledFirstName] true father. You're not sure whether or not you believe [From.GetHerHim], but you suppose the word of a god can't hurt your case.;[From.GetTitledFirstName] vient à vous avec de nouveaux éléments de l'enquête. [From.GetSheHeCap] dit l'avoir vu dans les flammes, un message de R'hllor, et qui prouve sans doute possible que [Root.PlotTarget.Father.GetFirstName] n'est pas le véritable père de [Root.PlotTarget.GetTitledFirstName]. Vous n'êtes pas sur de le(a) croire, mais le message d'un dieu est toujours bon à prendre et peut vous aider à convaincre.;;;[From.GetTitledFirstName] te informa de los avances de la investigación. Dice que ha visto en las llamas un mensaje de R'hllor que prueba sin duda posible que [Root.PlotTarget.Father.GetFirstName] no es el verdadero padre de [Root.PlotTarget.GetTitledFirstName]. No estás seguro si creerlo, pero un mensaje de un dios es siempre viene bien para convencer.;;;;;;;;;x;
EVTOPTAPIL25;But will anyone else believe it?;Mais qui y croira ?;;;Pero alguién se lo creerá?;;;;;;;;;x;
pil_fabricate_visions_decision_1;Create a False Vision;Créer une fausse vision;;;Crear una visión falsa;;;;;;;;;x;
pil_fabricate_visions_decision_1_desc;You often see visions in the flames, granted to you by the Lord of Light, but of late they haven't been nearly as convenient as you'd hoped. Perhaps you could claim to have seen proof of [Root.PlotTarget.GetFirstName]'s illegitimacy in those visions - of course, you'd have to come up with a credible vision to explain it.;Vous avez souvent des visions lorsque vous regardez les flammes, elles viennent du Seigneur de la Lumière. Mais dernièrement elles ne se sont pas révélées aussi utiles que vous l'espériez. Peut-être pourriez-vous affirmer avoir eu des preuves quant à l'illégitimité de [Root.PlotTarget.GetFirstName] dans les flammes. Bien sûr, il va falloir inventer une vision crédible. ;;;A menudo tienes visiones viendo las llamas enviadoas por el Señor de la Luz. Pero últimamente no te han revelado nada útil. Tal vez podrias afirmar haber visto pruebas en cuanto a la ilegitimidad de [Root.PlotTarget.GetFirstName] en las llamas. Por supuesto, debemos crear una visión creíble.;;;;;;;;;x;
pil_fabricate_visions_decision_2;Create a False Vision;Créer une fausse vision;;;Crear una visión falsa;;;;;;;;;x;
pil_fabricate_visions_decision_2_desc;You often see visions in the flames, granted to you by the Lord of Light, but of late they haven't been nearly as convenient as you'd hoped. Perhaps you could claim to have seen proof of [Root.PlotTarget.GetFirstName]'s illegitimacy in those visions - of course, you'd have to come up with a credible vision to explain it.;Vous avez souvent des visions lorsque vous regardez les flammes, elles viennent du Seigneur de la Lumière. Mais dernièrement elles ne se sont pas révélées aussi utiles que vous l'espériez. Peut-être pourriez-vous affirmer avoir eu des preuves quant à l'illégitimité de [Root.PlotTarget.GetFirstName] dans les flammes. Bien sûr, il va falloir inventer une vision crédible. ;;;A menudo tienes visiones viendo las llamas enviadoas por el Señor de la Luz. Pero últimamente no te han revelado nada útil. Tal vez podrias afirmar haber visto pruebas en cuanto a la ilegitimidad de [Root.PlotTarget.GetFirstName] en las llamas. Por supuesto, debemos crear una visión creíble.;;;;;;;;;x;
pil_fabricate_visions_decision_3;Create a False Vision;Créer une fausse vision;;;Crear una visión falsa;;;;;;;;;x;
pil_fabricate_visions_decision_3_desc;You often see visions in the flames, granted to you by the Lord of Light, but of late they haven't been nearly as convenient as you'd hoped. Perhaps you could claim to have seen proof of [Root.PlotTarget.GetFirstName]'s illegitimacy in those visions - of course, you'd have to come up with a credible vision to explain it.;Vous avez souvent des visions lorsque vous regardez les flammes, elles viennent du Seigneur de la Lumière. Mais dernièrement elles ne se sont pas révélées aussi utiles que vous l'espériez. Peut-être pourriez-vous affirmer avoir eu des preuves quant à l'illégitimité de [Root.PlotTarget.GetFirstName] dans les flammes. Bien sûr, il va falloir inventer une vision crédible. ;;;A menudo tienes visiones viendo las llamas enviadoas por el Señor de la Luz. Pero últimamente no te han revelado nada útil. Tal vez podrias afirmar haber visto pruebas en cuanto a la ilegitimidad de [Root.PlotTarget.GetFirstName] en las llamas. Por supuesto, debemos crear una visión creíble.;;;;;;;;;x;
pil_fabricate_visions_decision_4;Create a False Vision;Créer une fausse vision;;;Crear una visión falsa;;;;;;;;;x;
pil_fabricate_visions_decision_4_desc;You often see visions in the flames, granted to you by the Lord of Light, but of late they haven't been nearly as convenient as you'd hoped. Perhaps you could claim to have seen proof of [Root.PlotTarget.GetFirstName]'s illegitimacy in those visions - of course, you'd have to come up with a credible vision to explain it.;Vous avez souvent des visions lorsque vous regardez les flammes, elles viennent du Seigneur de la Lumière. Mais dernièrement elles ne se sont pas révélées aussi utiles que vous l'espériez. Peut-être pourriez-vous affirmer avoir eu des preuves quant à l'illégitimité de [Root.PlotTarget.GetFirstName] dans les flammes. Bien sûr, il va falloir inventer une vision crédible. ;;;A menudo tienes visiones viendo las llamas enviadoas por el Señor de la Luz. Pero últimamente no te han revelado nada útil. Tal vez podrias afirmar haber visto pruebas en cuanto a la ilegitimidad de [Root.PlotTarget.GetFirstName] en las llamas. Por supuesto, debemos crear una visión creíble.;;;;;;;;;x;
pil_fabricate_visions_decision_5;Create a False Vision;Créer une fausse vision;;;Crear una visión falsa;;;;;;;;;x;
pil_fabricate_visions_decision_5_desc;You often see visions in the flames, granted to you by the Lord of Light, but of late they haven't been nearly as convenient as you'd hoped. Perhaps you could claim to have seen proof of [Root.PlotTarget.GetFirstName]'s illegitimacy in those visions - of course, you'd have to come up with a credible vision to explain it.;Vous avez souvent des visions lorsque vous regardez les flammes, elles viennent du Seigneur de la Lumière. Mais dernièrement elles ne se sont pas révélées aussi utiles que vous l'espériez. Peut-être pourriez-vous affirmer avoir eu des preuves quant à l'illégitimité de [Root.PlotTarget.GetFirstName] dans les flammes. Bien sûr, il va falloir inventer une vision crédible. ;;;A menudo tienes visiones viendo las llamas enviadoas por el Señor de la Luz. Pero últimamente no te han revelado nada útil. Tal vez podrias afirmar haber visto pruebas en cuanto a la ilegitimidad de [Root.PlotTarget.GetFirstName] en las llamas. Por supuesto, debemos crear una visión creíble.;;;;;;;;;x;
pil_fabricate_visions_backer_decision;Ask For a False False Vision;Créer une fausse vision;;;Pedir una visión falsa;;;;;;;;;x;
pil_fabricate_visions_backer_decision_desc;Your investigation isn't proceeding as quickly as you'd hoped. You know that one of your co-conspirators is a red priest, and that they claim to be able to see the future in visions. Perhaps you could persuade them to see proof of [Root.PlotTarget.GetTitledFirstName]'s illegitimacy?;Votre enquête est bien trop lente à votre goût et vous vous demandez s'il ne serait pas possible de l'accélérer un peu. L'un de vos complices est un prêtre rouge et dit pouvoir voir le futur dans ses rêves. Peut-être pourrait-il dire qu'il a reçu une vision concernant la parenté de [Root.PlotTarget.GetTitledFirstName].;;;Tu investigación va más lenta de lo que te gustaría y te preguntas si no sería posible acelerarla un poco. Uno de tus cómplices es un sacerdote rojo que puede ver el futuro en las llamas. Tal vez podría decir que ha tenido una visión concerniente a la paternidad de [Root.PlotTarget.GetTitledFirstName].;;;;;;;;;x;
EVTDESCPIL26;After a long night of effort, you have at last. The story is perfect, the imagery and metaphor crystal clear and brooking no other possible interpretation. You think, at least.;Après une longue nuit de travail vous l'avez enfin. L'histoire est parfaite, les images et métaphores sont claires comme du cristal et ne peuvent se prêter à aucune autre interprétation. En tout cas vous en êtes persuadé. ;;;Tras una larga noche de duro trabajo lo consigues. La historia es perfecta, las imágenes y metáforas son claras como el cristal y no se prestan a ninguna interpretación. Incluso te has convecido a ti mismo.;;;;;;;;;x;
EVTOPTAPIL26;It will have to do.;Cela devrait faire l'affaire. ;;;Así se hará.;;;;;;;;;x;
EVTDESCPIL28;You've made up your mind. It's time to put the Lord of Light to use - and if he wonn't say what you need him to, you might as well say it for him.;Vous avez pris une décision. Il est temps que les visions du Seigneur de la Lumière servent à quelque chose. Et si elles ne veulent pas dire ce que vous voulez entendre, alors vous allez le leur faire dire.;;;Has tomado una decisión. Es el momento de que las visiones del Señor de la Luz sirvan para algo. Y si no te dicen lo que quieres saber, harás que lo hagan.;;;;;;;;;x;
EVTOPTAPIL28;Now, where's that priest?;Bien, où est ce prêtre ?;;;Bien, dónde está ese sacerdoto rojo?;;;;;;;;;x;
EVTTOOLTIPPIL29;will be asked to help create a false vision.;sera sollicité pour aider à la création d'un faux rêve.;;;será solicitado para ayudar a crear una falsa visión;;;;;;;;;x;
EVTDESCPIL29;[From.GetTitledFirstName] comes to you with a proposal. The investigation, it seems, isn't proceeding as quickly as [From.GetSheHe]'d like. [From.GetSheHe] wants you to find a way to speed it up a little - perhaps by claiming to have had one of those visions of yours, even if you haven't. Who's to know, after all?;[From.GetTitledFirstName] vient vers vous avec une proposition. L'enquête, semble-t-il, ne se déroule pas aussi rapidement qu'[From.GetSheHe] le souhaiterait. [From.GetSheHe] veut que vous trouviez un moyen d'accélérer les choses, peut-être en disant que vous avez eu une de vos visions, même si vous n'en n'avez pas eu. Qui le saura après tout ? ;;;[From.GetTitledFirstName] viene con una proposición. La investigación no se desarrolla tan rápidamente como le gustaría así que quiere acelerarla un poco. Tal vez diciendo que has tenido una visión, aunque no sea cierto? Nadie lo sabrá nunca.;;;;;;;;;x;
EVTOPTAPIL29;A solid enough plan, I suppose.;Un plan assez solide je suppose.;;;Un plan bastante sólido, supongo.;;;;;;;;;x;
EVTOPTBPIL29;How DARE you suggest such blasphemy?;Comment osez-vous suggérer un tel blasphème ?;;;Cómo osas sugerir tal blasfemia?;;;;;;;;;x;
EVTDESCPIL30;You're pleasantly surprised to see [From.GetTitledFirstName] agree to your proposal. Of course, the priest is just one part of the plan - you're also going to need to come up with a plausible vision, and that could be a fair bit harder. You're going to need all the help you can get.;Vous êtes agréablement supris de voir [From.GetTitledFirstName] accepter votre proposition. Bien entendu le prêtre est juste une partie du plan, vous allez également avoir besoin d'inventer une vision plausible, et cela risque d'être un peu plus compliqué. Vous allez avoir besoin de toute l'aide possible.;;;Estas agradablemente sorprendido de ver que [From.GetTitledFirstName] ha aceptado la propuesta. El sacerdoto rojo es la primera parte del plan, has de inventar una visión plausible, y eso será complicado. Necesitarás toda la ayuda posible.;;;;;;;;;x;
EVTOPTAPIL30;I think we can handle it.;Je pense que nous pouvons le faire.;;;Creo que podemos hacerlo.;;;;;;;;;x;
EVTOPTBPIL30;On second thought, maybe we're not ready yet.;A la réflexion, peut-être que nous ne sommes pas encore prêts.;;;Reflexionando, tal vez no estemos listos aún.;;;;;;;;;x;
EVTDESCPIL31;Once you make your suggestion, [From.GetFirstName] flies into a rage, demanding that you never speak such blasphemous words in [From.GetHerHis] presence again. You're driven from the room, and forced to lick your metaphorical wounds in a corridor outside.;Votre proposition a mis en colère [From.GetFirstName], qui ne veut plus entendre parler d'un tel blasphème. Vous êtes mis à la porte sans ménagement.;;;Tu propuesta ha enfadado a [From.GetFirstName], que no quiere saber nada del asunto. Te ha echado sin contemplaciones.;;;;;;;;;x;
EVTOPTAPIL31;...well, that didn't work.;… bien, cela n'a pas marché.;;;...bueno, no funcionó.;;;;;;;;;x;
EVTDESCPIL32;While continuing your investigation of [Root.PlotTarget.GetTitledFirstName], you've also been keeping one eye on [Root.PlotTarget.GetHerHis] mother. Last night, you had [Root.PlotTarget.Mother.GetTitledFirstName] followed, and learned that she was having an illicit liaison with [Root.PlotTarget.Mother.Lover.GetTitledFirstName].;Dans le cadre de votre enquête sur [Root.PlotTarget.GetTitledFirstName], vous avez gardé un oeil sur sa mère. La nuit dernière vous avez fait suivre [Root.PlotTarget.Mother.GetTitledFirstName] et vous avez appris qu'elle avait une liaison adultérine avec [Root.PlotTarget.Mother.Lover.GetTitledFirstName].;;;Como parte de la investigación sobre [Root.PlotTarget.GetTitledFirstName], has vigilidado a la madre. La pasada noche has hecho seguir a [Root.PlotTarget.Mother.GetTitledFirstName] y te has enterado que tiene una relación adúltera con [Root.PlotTarget.Mother.Lover.GetTitledFirstName].;;;;;;;;;x;
EVTOPTAPIL32;I think I may have just found [Root.PlotTarget.GetFirstName]'s real father.;Je pense que je viens juste de trouver le véritable père de [Root.PlotTarget.GetFirstName].;;;Creo que acabo de encontrar al verdadero padre de [Root.PlotTarget.GetFirstName].;;;;;;;;;x;
EVTDESCPIL33;While carrying out your investigation, you've been keeping a close eye on the subject's mother. Last night, you had her followed, and discovered that she's been meeting in secret with a man who is most definitely not her husband.;Dans le cadre de votre enquête vous avez gardé un œil sur la mère. La nuit dernière vous l'avez fait suivre et avez découvert qu'elle entretenait une liaison adultérine avec un homme.;;;Como parte de tu investigación vigiliaste a la madre. La pasada noche la hiciste seguir y descubriste que mantiene una relación adúltera con un hombre.;;;;;;;;;x;
