#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
action_tend_to_wounded_desc;Assign your Maester to tending the wounds of your injured men;Envoyer votre mestre s'occuper des blessures de vos hommes;;;Asigna a tu maestre para atender a tus hombres heridos;;;;;;;;;x
troops_likes_maester;Maester emboldens troops;Le mestre encourage les troupes;;;El maestre envalentona a las tropas;;;;;;;;;x
troops_unnerve_maester;Troop's unnerved by Maester;Le mestre déconcerte les troupes;;;El maestre desconcierta a las tropas;;;;;;;;;x
TOOLTIPEMPLOYMAESTER;[Root.GetTitledFirstName] Must not have any capable Maesters in their court\n;Vous ne devez pas avoir de mestres capables à votre cour;;;No hay ningún Maestre capaz en tu corte.;;;;;;;;;x
EVTOPTBmaester.24;Send for a new maester;;;;Enviar un nuevo maestre;;;;;;;;;x
EVTOPTCmaester.24;I have another maester who can do [From.GetHerHis] work;;;;Tengo otro maestre [From.GetHerHis] que puede hacer el trabajo;;;;;;;;;x
action_serve_court;Serve Court;Eduquer un enfant;;;Educar Niños;;;;;;;;;x
action_serve_court_desc;Task your [GetMyPhysicianName] with serving your court. They will act as mentor, healer and adviser.;Charger votre mestre d'éduquer votre enfant. La manière dont vos enfants progresseront dépendra de l’enseignement de votre mestre.;;;Ordenar a tu Maestre que se encargue de la educación de los niños. El como respondan los niños dependerá del aprendizaje de tu maestre.;;;;;;;;;x
GetMyPhysicianName_Current;[This.job_physician.GetJobTitle];;;;;;;;;;;;;x
GetMyPhysicianName_Physician;physician;;;;médico;;;;;;;;;x
TOOLTIPmaester_culture_trigger;Traditionally uses Maesters of The Citadel;;;;;;;;;;;;;x
tooltip_religion_feature_hermetics;§GGrants access to the Citadel Society§!;;;;;;;;;;;;;x
hermetics_rank_1_female;Novice;;;;;;;;;;;;;x
hermetics_rank_2_female;Acolyte;;;;;;;;;;;;;x
hermetics_rank_3_female;Maester;;;;;;;;;;;;;x
hermetics_rank_4_female;Archmaester;;;;;;;;;;;;;x
hermetics_rank_1_male;Novice;;;;;;;;;;;;;x
hermetics_rank_2_male;Acolyte;;;;;;;;;;;;;x
hermetics_rank_3_male;Maester;;;;;;;;;;;;;x
hermetics_rank_4_male;Archmaester;;;;;;;;;;;;;x
hermetics;the Citadel;Hermétistes;Hermetische Gesellschaft;;la sociedad hermética;;;;;;;;;x
hermetics_desc;The maesters of The Citadel are an order of scholars, healers, messengers, and scientists. Their 'seat', the Citadel, is located in Oldtown. Boys and young men from all over Westeros come to study, learn, and forge their chains at the Citadel.;Les Hermétistes croient qu'il y a des secrets profondément enfouis à propos de ce monde qui méritent d'être découverts. En tant que membre des Hermétistes, vous chercherez la vérité dans les étoiles et les planètes, à travers l'expérimentation et l'interprétation minutieuse de textes et symboles anciens.;Hermetiker glauben, es gäbe tief verborgene Geheimnisse über diese Welt, die nur jemand entschleiern könne, der dieser Geheimnisse würdig sei. Als Mitglied der Hermetiker werdet Ihr durch unermüdliches Experimentieren und gewissenhafte Deutung antiker Texte und Symbole in den Sternen und Planeten nach der Wahrheit suchen.;;Los seguidores del hermetismo creen que existen secretos ocultos sobre este mundo que solo los dignos pueden descubrir. Como miembro de los herméticos, buscarás la verdad en las estrellas y en los planetas mediante una experimentación afanosa y una cuidada interpretación de los textos y símbolos antiguos.;;;;;;;;;x
currency_name_hermetics;Knowledge;Savoir ésotérique;Esoterisches Wissen;;Conocimiento esotérico;;;;;;;;;x
astronomer;Astronomer;;;;;;;;;;;;;x
astronomer_desc;This character is an expert of astronomy;;;;;;;;;;;;;x
time_keeper;Time Keeper;;;;;;;;;;;;;x
time_keeper_desc;This character is skilled in the measurement of days and seasons;;;;;;;;;;;;;x
time_keeper_effects;The hasrher effects of severe winter are lessened;;;;;;;;;;;;;x
cartographer;Cartographer;;;;;;;;;;;;;x
cartographer_desc;This character is proficient in the making of maps, and has great knowledge on the geography of the known world.;;;;;;;;;;;;;x
traveller;Traveller;;;;;;;;;;;;;x
traveller_desc;This character enjoys visiting and studying far away places and peoples.;;;;;;;;;;;;;x
linguist;Linguist;;;;;;;;;;;;;x
linguist_desc;This character is fluent in many of the spoken languages of the known world.;;;;;;;;;;;;;x
justiciar;Justiciar;;;;;;;;;;;;;x
justiciar_desc;This character is an authority on the laws of the realm.;;;;;;;;;;;;;x
metallurgist;Metallurgist;;;;;;;;;;;;;x
metallurgist_desc;This character is an expert on metals and their manipulation.;;;;;;;;;;;;;x
metallurgist_effects;Can give discounts on forging of artifacts;;;;;;;;;;;;;x
herbologist;Herbologist;;;;;;;;;;;;;x
herbologist_desc;This character has vast knowledge on herbs and their applications to healing;;;;;;;;;;;;;x
maester_opinion;Maester Opinion;;;;;;;;;;;;;x
archmaester_opinion;Archmaester Opinion;;;;;;;;;;;;;x
TOOLTIPbrew_happiness_potion_LINKS;Has 2 Silver Links in §YMedicine§!;;;;;;;;;;;;;x
TOOLTIPhermetics_make_horoscope_LINKS;Has 2 Bronze Links in §YAstronomy§!;;;;;;;;;;;;;x
TOOLTIPhermetics_write_magnum_opus_SPECIALISATION;Has chosen a §Yspecialisation§!;;;;;;;;;;;;;x
TOOLTIPhermetics_write_magnum_opus_LINKS;Has §Y3§! Links in chosen specialisation;;;;;;;;;;;;;x
maester_at_citadel;;;;;;;;;;;;;;x
black_iron_link;Black Iron Link;;;;;;;;;;;;;x
brass_link;Brass Link;;;;;;;;;;;;;x
bronze_link;Bronze Link;;;;;;;;;;;;;x
copper_link;Copper Link;;;;;;;;;;;;;x
electrum_link;Electrum Link;;;;;;;;;;;;;x
yellow_gold_link;Yellow Gold Link;;;;;;;;;;;;;x
iron_link;Iron Link;;;;;;;;;;;;;x
lead_link;Lead link;;;;;;;;;;;;;x
pewter_link;Pewter Link;;;;;;;;;;;;;x
platinum_link;Platinum Link;;;;;;;;;;;;;x
red_gold_link;Red Gold Link;;;;;;;;;;;;;x
silver_link;Silver link;;;;;;;;;;;;;x
steel_link;Steel link;;;;;;;;;;;;;x
tin_link;Tin Link;;;;;;;;;;;;;x
valyrian_steel_link;Valyrian Steel Link;;;;;;;;;;;;;x
black_iron_link_desc;A link from The Citadel, signifying that the holder has acquired enough knowledge of Ravenry;;;;;;;;;;;;;x
copper_link_desc;A link from The Citadel, signifying that the holder has acquired enough knowledge of History;;;;;;;;;;;;;x
bronze_link_desc;A link from The Citadel, signifying that the holder has acquired enough knowledge of Astronomy;;;;;;;;;;;;;x
brass_link_desc;A link from The Citadel, signifying that the holder has acquired enough knowledge of Time and Seasons;;;;;;;;;;;;;x
electrum_link_desc;A link from The Citadel, signifying that the holder has acquired enough knowledge of Geography;;;;;;;;;;;;;x
yellow_gold_link_desc;A link from The Citadel, signifying that the holder has acquired enough knowledge of Coin and Arithmetic;;;;;;;;;;;;;x
iron_link_desc;A link from The Citadel, signifying that the holder has acquired enough knowledge of Warcraft;;;;;;;;;;;;;x
lead_link_desc;A link from The Citadel, signifying that the holder has acquired enough knowledge of Castles and Architecture;;;;;;;;;;;;;x
pewter_link_desc;A link from The Citadel, signifying that the holder has acquired enough knowledge of Peoples and Cultures;;;;;;;;;;;;;x
platinum_link_desc;A link from The Citadel, signifying that the holder has acquired enough knowledge of Languages;;;;;;;;;;;;;x
red_gold_link_desc;A link from The Citadel, signifying that the holder has acquired enough knowledge of Law;;;;;;;;;;;;;x
silver_link_desc;A link from The Citadel, signifying that the holder has acquired enough knowledge of Medicine;;;;;;;;;;;;;x
steel_link_desc;A link from The Citadel, signifying that the holder has acquired enough knowledge of Metallurgy;;;;;;;;;;;;;x
tin_link_desc;A link from The Citadel, signifying that the holder has acquired enough knowledge of Herblore;;;;;;;;;;;;;x
valyrian_steel_link_desc;A link from The Citadel, signifying that the holder has acquired enough knowledge of the Higher Mysteries;;;;;;;;;;;;;x
EVTDESCmaester.42;Whilst studying at The Citadel I have acquired many links in a good variety of subjects. My overall scholarly knowledge has improved as a result.;;;;;;;;;;;;;x
EVTOPTAmaester.42;Very good;;;;;;;;;;;;;x
EVTDESCmaester.43;Every Maester of the Citadel may choose a specialisation, so that they may acquire a third link in said field. Would you like to specialise in the matters of [maester_link.GetName]s?;;;;;;;;;;;;;x
EVTOPTAmaester.43;Yes, I shall become an authority;;;;;;;;;;;;;x
EVTOPTBmaester.43;No, that does not interest me;;;;;;;;;;;;;x
EVTOPTCmaester.43;Actually, I prefer the matters of [maester_link_alt_1.GetName]s;;;;;;;;;;;;;x
EVTOPTDmaester.43;Actually, I prefer the matters of [maester_link_alt_2.GetName]s;;;;;;;;;;;;;x
EVTDESCmaester.46;[Root.PrimaryTitle.GetFOA] and [Root.GetSocietyRank], the conclave of the Citadel would like to extend you an invitation to travel to [c_the_citadel.Holder.Capital.GetName] so that you may study for a maester's link.\n\nSigned, [From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
TOOLTIPmaester.46;You will travel to [c_the_citadel.Holder.Capital.GetName] to study for a link at the Citadel. You will need a regent during this time.;;;;;;;;;;;;;x
study_for_link;Study for a Link;;;;;;;;;;;;;x
study_for_link_desc;You have been tasked with studying for a maester's link at the Citadel in [c_the_citadel.Holder.Capital.GetName];;;;;;;;;;;;;x
study_for_link_tooltip;Once you arrive in [c_the_citadel.Holder.Capital.GetName], you will start studying for the link;;;;;;;;;;;;;x
EVTDESCmaester.47;I have finally arrived at the Citadel, and have been given apartments befitting a [Root.GetSocietyRank] of noble rank. Now I must choose which subject I will focus my study on.;;;;;;;;;;;;;x
EVTOPTAmaester.47;Ravenry;;;;;;;;;;;;;x
EVTOPTBmaester.47;History;;;;;;;;;;;;;x
EVTOPTCmaester.47;Astronomy;;;;;;;;;;;;;x
EVTOPTDmaester.47;Time and Seasons;;;;;;;;;;;;;x
EVTOPTEmaester.47;Geography;;;;;;;;;;;;;x
EVTOPTFmaester.47;Coin and Arithmetic;;;;;;;;;;;;;x
EVTOPTGmaester.47;Warcraft;;;;;;;;;;;;;x
EVTOPTHmaester.47;Castles and Architecture;;;;;;;;;;;;;x
EVTOPTImaester.47;Peoples and Cultures;;;;;;;;;;;;;x
EVTOPTJmaester.47;Languages;;;;;;;;;;;;;x
EVTOPTKmaester.47;Law;;;;;;;;;;;;;x
EVTOPTLmaester.47;Medicine;;;;;;;;;;;;;x
EVTOPTMmaester.47;Metallurgy;;;;;;;;;;;;;x
EVTOPTNmaester.47;Herblore;;;;;;;;;;;;;x
EVTOPTOmaester.47;The Higher Mysteries;;;;;;;;;;;;;x
TOOLTIPmaester.48;An archmaester will be assigned to your study;;;;;;;;;;;;;x
EVTDESCmaester.48;[archmaester_tutor.GetTitledFirstName] is the authority on [Root.GetLinkStudySubject] at the Citadel, and so over the coming months I will attend [archmaester_tutor.GetHerHis] open lectures and, [Root.Religion.GetHighGodName] willing, prove my knowledge to [archmaester_tutor.GetHerHim].;;;;;;;;;;;;;x
EVTOPTAmaester.48;This should be most illuminating;;;;;;;;;;;;;x
TOOLTIPmaester.48A;You begin your study of [Root.GetLinkStudySubject];;;;;;;;;;;;;x
EVTOPTBmaester.48;Actually, I will go travelling;;;;;;;;;;;;;x
EVTDESCmaester.49;My time at the Citadel has been very productive. I quickly gained a thorough understanding of [Root.GetLinkStudySubjectDesc]. Towards the end I established a fruitful relationship with [archmaester_tutor.GetTitledFirstName], who has eagerly approved my award of a link in [Root.GetLinkStudySubject]. ;;;;;;;;;;;;;x
EVTDESCmaester.49B;Whilst travelling in foreign lands I have conducted my own studies of [Root.GetLinkStudySubject]. On my return I presented my findings on [Root.GetLinkStudySubjectDesc] to [archmaester_tutor.GetTitledFirstName], who has deemed my work worthy of a link.;;;;;;;;;;;;;x
EVTDESCmaester.49C;Although at times difficult, my time studying at the Citadel has been beneficial. Through diligent study I now know more about [Root.GetLinkStudySubjectDesc]. Finally I went before [archmaester_tutor.GetTitledFirstName] to demonstrate my knowledge who judged my knowledge to be proficient, and so awarded me a link in [Root.GetLinkStudySubject].;;;;;;;;;;;;;x
EVTOPTAmaester.49;I have enjoyed this!;;;;;;;;;;;;;x
EVTOPTAmaester.49B;The journey was most fruitful;;;;;;;;;;;;;x
EVTOPTAmaester.49C;I am glad my studies went well;;;;;;;;;;;;;x
opinion_pupil_great;Great Pupil;;;;;;;;;;;;;x
opinion_teacher_great;Great Teacher;;;;;;;;;;;;;x
EVTDESCmaester.50;Studying [Root.GetLinkStudySubject] was harder than expected. I found it difficult to understand [Root.GetLinkStudySubjectDesc], and when I went before [archmaester_tutor.GetTitledFirstName] to demonstrate my knowledge [archmaester_tutor.GetSheHe] deemed my knowledge insufficient to be awarded a link.;;;;;;;;;;;;;x
EVTOPTAmaester.50;[archmaester_tutor.GetSheHeCap] knows nothing;;;;;;;;;;;;;x
opinion_teacher;Teacher;;;;;;;;;;;;;x
opinion_pupil;Pupil;;;;;;;;;;;;;x
opinion_teacher_bad;Bad Teacher;;;;;;;;;;;;;x
opinion_pupil_bad;Bad Pupil;;;;;;;;;;;;;x
GetLinkStudySubject_ravenry;Ravenry;;;;;;;;;;;;;x
GetLinkStudySubject_history;History;;;;;;;;;;;;;x
GetLinkStudySubject_astronomy;Astronomy;;;;;;;;;;;;;x
GetLinkStudySubject_seasons;Time and Seasons;;;;;;;;;;;;;x
GetLinkStudySubject_geography;Geography;;;;;;;;;;;;;x
GetLinkStudySubject_math;Coin and Arithmetic;;;;;;;;;;;;;x
GetLinkStudySubject_warcraft;Warcraft;;;;;;;;;;;;;x
GetLinkStudySubject_castles;Castles and Architecture;;;;;;;;;;;;;x
GetLinkStudySubject_culture;Peoples and Cultures;;;;;;;;;;;;;x
GetLinkStudySubject_languages;Languages;;;;;;;;;;;;;x
GetLinkStudySubject_law;Law;;;;;;;;;;;;;x
GetLinkStudySubject_medicine;Medicine;;;;;;;;;;;;;x
GetLinkStudySubject_metallurgy;Metallurgy;;;;;;;;;;;;;x
GetLinkStudySubject_herblore;Herblore;;;;;;;;;;;;;x
GetLinkStudySubject_mysteries;The Higher Mysteries;;;;;;;;;;;;;x
GetLinkStudySubjectDesc_ravenry;the tending and training of ravens, and their use in communication;;;;;;;;;;;;;x
GetLinkStudySubjectDesc_history;past events, scribing and methods of historical analysis;;;;;;;;;;;;;x
GetLinkStudySubjectDesc_astronomy;astrology and the observation of celestial objects;;;;;;;;;;;;;x
GetLinkStudySubjectDesc_seasons;the measurement of days, weather and seasons;;;;;;;;;;;;;x
GetLinkStudySubjectDesc_geography;the mapping of lands, seas and kingdoms;;;;;;;;;;;;;x
GetLinkStudySubjectDesc_math;administration, economics and advanced arithmetic;;;;;;;;;;;;;x
GetLinkStudySubjectDesc_warcraft;advanced strategy, tactics and their application in war;;;;;;;;;;;;;x
GetLinkStudySubjectDesc_castles;the art of designing and constructing castles and large buildings;;;;;;;;;;;;;x
GetLinkStudySubjectDesc_culture;foreign peoples and their customs, culture and religions;;;;;;;;;;;;;x
GetLinkStudySubjectDesc_languages;language and its structure, including the study of grammar, syntax, and phonetics;;;;;;;;;;;;;x
GetLinkStudySubjectDesc_law;codes of law, including it's application in justice and governance;;;;;;;;;;;;;x
GetLinkStudySubjectDesc_medicine;the human body and the practices of diagnosis, treatment and surgery;;;;;;;;;;;;;x
GetLinkStudySubjectDesc_medicine_torture;the human body, with the help of my brutal experiments on live specimens;;;;;;;;;;;;;x
GetLinkStudySubjectDesc_metallurgy;the properties of metals and their production and purification;;;;;;;;;;;;;x
GetLinkStudySubjectDesc_herblore;the medicinal and therapeutic use of plants and herbs;;;;;;;;;;;;;x
GetLinkStudySubjectDesc_mysteries;magic, the occult and mysteries of the past;;;;;;;;;;;;;x
EVTDESCmaester.51;[From.GetTitledFirstName] has come to me with a request. [From.GetSheHeCap] wishes to make a journey to the Citadel in [c_the_citadel.Holder.Capital.GetName] so that [From.GetSheHe] may study for a link and increase [From.GetHerHis] knowledge. The Citadel has promised compensation for the temporary loss of [From.GetHerHis] services if you agree.;;;;;;;;;;;;;x
EVTOPTAmaester.51;You have my consent;;;;;;;;;;;;;x
TOOLTIPmaester.51;[From.GetTitledFirstName] will travel to the Citadel to study fr a link. [From.GetSheHeCap] will be gone for several months.;;;;;;;;;;;;;x
opinion_allowed_maester_study;Allowed Journey to the Citadel;;;;;;;;;;;;;x
opinion_disallowed_maester_study;Forbid Journey to the Citadel;;;;;;;;;;;;;x
EVTOPTBmaester.51;No, you are needed here in [Root.Capital.GetName];;;;;;;;;;;;;x
EVTDESCmaester.53;After spending many months at the Citadel and earning a [new_maester_link.GetName] for [From.GetHerHis] chain, [From.GetTitledFirstName] has finally arrived back in [Root.Capital.GetName].;;;;;;;;;;;;;x
EVTOPTAmaester.53;Welcome back;;;;;;;;;;;;;x
EVTDESCmaester.54;I am feeling the strain from the demanding nature of my studies, what with [archmaester_tutor.GetTitledFirstName]'s complicated lectures on [Root.GetLinkStudySubject] and the long hours spent in the Citadel library. I am worried I am not able to gain this link!;;;;;;;;;;;;;x
EVTOPTAmaester.54;I must hold it together...;;;;;;;;;;;;;x
EVTDESCmaester.55;During my time studying at the Citadel I have formed a working relationship with the [maester_friend.GetSocietyRank] [maester_friend.GetFirstName]. We have worked together to figure out problems on [Root.GetLinkStudySubject] and other subjects, and in the process have become good friends.;;;;;;;;;;;;;x
EVTOPTAmaester.55;We make good study companions;;;;;;;;;;;;;x
EVTDESCmaester.56;During my time studying at the Citadel I have formed a working relationship with the [From.GetSocietyRank] [From.GetTitledFirstName]. We have worked together to figure out problems on [From.GetLinkStudySubject] and other subjects, and in the process have become good friends.;;;;;;;;;;;;;x
EVTOPTAmaester.56;We make good study companions;;;;;;;;;;;;;x
EVTDESCmaester.57;Studying at the Citadel can be competitive, and not all acolytes are friendly. The [maester_rival.GetSocietyRank] [maester_rival.GetFirstName] has particularly got under my skin, with [maester_rival.GetHerHis] snide remarks and constant attempts to undermine me.;;;;;;;;;;;;;x
EVTOPTAmaester.57;I will not forget this!;;;;;;;;;;;;;x
EVTDESCmaester.58;Studying at the Citadel can be competitive, and not all acolytes are friendly. The [From.GetSocietyRank] [From.GetTitledFirstName] has particularly got under my skin, with [From.GetHerHis] snide remarks and constant attempts to undermine me.;;;;;;;;;;;;;x
EVTOPTAmaester.58;I will not forget this!;;;;;;;;;;;;;x
EVTDESCmaester.59;The Citadel is full of young acolytes at their studies, many of whom I find...distracting. One particular lad by the name of [maester_lover.GetFirstName] seems taken to me as well...;;;;;;;;;;;;;x
EVTOPTAmaester.59;It's good to be a [Root.GetSocietyRank] here!;;;;;;;;;;;;;x
EVTOPTBmaester.59;That would not be proper;;;;;;;;;;;;;x
EVTDESCmaester.60;As part of my studies on the human body I have performed dissections on dead cadavers to learn of its inner workings. Although I just can't help but feel studying a live specimen would be more illuminating...;;;;;;;;;;;;;x
EVTOPTAmaester.60;The conclave need never know!;;;;;;;;;;;;;x
TOOLTIPmaester.60;You have somebody kidnapped from the streets of [c_the_citadel.Holder.Capital.GetName] and brought to you for torturous live dissection. This §Yguarantees§! success in study for the link.;;;;;;;;;;;;;x
TOOLTIPmaester.61;You are actions are discovered and you are expelled from the Citadel;;;;;;;;;;;;;x
EVTOPTBmaester.60;No, that is forbidden;;;;;;;;;;;;;x
EVTDESCmaester.61;Despite my best efforts to conceal my work, the experiments I performed on my live subjects have been exposed! As a consequence the Conclave of Archmaesters has convened and has expelled me from the Citadel.;;;;;;;;;;;;;x
EVTOPTAmaester.61;They clearly do not see the greater good;;;;;;;;;;;;;x
TOOLTIPmaester.61;All your maester links are forfeit;;;;;;;;;;;;;x
EVTDESCmaester.62;I have been reading some particular ancient and dark tomes found deep within the Citadel library. The magic they speak of is very powerful, with one book detailing methods of necromancy and raising corpses from the dead. Maybe I could perform these experiments myself?;;;;;;;;;;;;;x
necromancer_maester;Necromancer;;;;;;;;;;;;;x
EVTOPTAmaester.62;Yes, bring me some corpses!;;;;;;;;;;;;;x
TOOLTIPmaester.63;You have corpses brought to you so that you can learn the secrets of necromancy. This ability could prove useful once the tides of magic rise...;;;;;;;;;;;;;x
EVTOPTBmaester.62;The Citadel forbids necromancy;;;;;;;;;;;;;x
EVTDESCmaester.63;Word of my dark experiments has been exposed! People know that I have been attempting to raise corpses from the dead. As a consequence the Conclave of Archmaesters has convened and has expelled me from the Citadel.;;;;;;;;;;;;;x
EVTOPTAmaester.63;They clearly fear my abilities;;;;;;;;;;;;;x
known_necromancer;Known Necromancer;;;;;;;;;;;;;x
mystic_opinion;Mystic Opinion;;;;;;;;;;;;;x
EVTDESCmaester.81;[Root.PrimaryTitle.GetFOA] and [Root.GetSocietyRank], the presence of dragons in the world is a threat to the established order, and a dangerous vestige of magic. I bid you help rectify this by targetting the dragon [target_dragon.GetName].\n\nSigned, [From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
TOOLTIPmaester.82;You are assigned the mission to Impair [target_dragon.GetName];;;;;;;;;;;;;x
kill_dragon;Impair the dragon [FromFrom.GetName];;;;;;;;;;;;;x
kill_dragon_desc;You have been tasked with targetting the dragon [FromFrom.GetName], impairing its ability to grow and breed.;;;;;;;;;;;;;x
kill_dragon_tooltip;You will be presented with options to target the dragon;;;;;;;;;;;;;x
EVTDESCmaester.82;The dragon must be targetted in such a manner so as to not arouse suspicion of myself or the Citadel. Some way of weakening it so it's growth is stunted and it's progeny made sickly would be best....;;;;;;;;;;;;;x
EVTOPTAmaester.82;I know of an old tome that will help;;;;;;;;;;;;;x
EVTOPTBmaester.82;I'll make a draft to make it ill;;;;;;;;;;;;;x
EVTOPTCmaester.82;I'll use some herbs to make it infertile;;;;;;;;;;;;;x
EVTOPTDmaester.82;Perhaps wounding it will work?;;;;;;;;;;;;;x
TOOLTIPmaester.83;The dragon is successfully targetted;;;;;;;;;;;;;x
TOOLTIPmaester.84;You fail to harm the dragon;;;;;;;;;;;;;x
TOOLTIPmaester.85;You fail to harm the dragon, and are in turn attacked....;;;;;;;;;;;;;x
EVTDESCmaester.83;I remembered reading an old book on the dragons of Valyria, within which contained a detailed explanation on the anatomy of dragons. Using this knowledge I managed to sneakily approach [target_dragon.GetName] and sabotage it's reproductive organs without even waking the beast.;;;;;;;;;;;;;x
EVTDESCmaester.83B;My knowledge of medicine and making drafts lends me to believe a variant of moon tea may be effective on dragons. I concocted such a draft and covertly added it to [target_dragon.GetName]'s food, which has led it the beast becoming less vigorous, and presumably less fertile.;;;;;;;;;;;;;x
EVTDESCmaester.83C;I am an authority on herbs, and know of a few rare and potent materials that may harm a dragon. I secretly ordered them in and had them infused in [target_dragon.GetName]'s water. The wretched beast has since reported to have lain a batch of malformed dragon eggs, leading me to believe its fertility has been effected.;;;;;;;;;;;;;x
EVTDESCmaester.83D;Lacking any specific knowledge to harm the dragon, I must go for the direct approach! I have been sent a poison by the Citadel which must be applied directly into a dragon's blood, and so under cover of darkness I crept into [target_dragon.GetName]'s lair whilst it was sleeping. I pierced the beast's skin and applied the poison without waking it, leading to it becoming severly ill.;;;;;;;;;;;;;x
EVTOPTAmaester.83;The world is a safer place now;;;;;;;;;;;;;x
EVTDESCmaester.84;I recalled an ancient scroll that hypothesised the anatomy of dragons, and came up with a plan using this knowledge. I tried to approach [target_dragon.GetName] and sever its reproductive organs without it waking, but before I could make the cut however it awoke! I escaped before it could harm me too much.;;;;;;;;;;;;;x
EVTDESCmaester.84B;My teachings on medicine led me to believe a batch of moon tea tailored to a dragon could sabotage its reproductive capacity. I had a specially made draft added to [target_dragon.GetName]'s food in the hope it would ingest it. The wily beast rejects the food however, seemingly knowing of its contents.;;;;;;;;;;;;;x
EVTDESCmaester.84C;I ordered some hard to find, and dangerous, herbs from my network of fellow herbologists, and had them added to [target_dragon.GetName]'s water in the hope of making the beast ill and infertile. It did not work however, the dragon upon drinking the water immediately flys into a rage and boils the remaining water away with its fire.;;;;;;;;;;;;;x
EVTDESCmaester.84D;The Citadel covertly sent me a poison with which to atack the beast. The substance is applied directly into a wound in the skin, and so I infiltrated [target_dragon.GetName]'s lair under cover of darkness to perform the deed. The dragon always wakes on my approach however, driving me off in suspicion.;;;;;;;;;;;;;x
EVTOPTAmaester.84;I failed;;;;;;;;;;;;;x
EVTDESCmaester.85;An ancient scroll in the library had a diagram on the anatomy of dragons, and so I came up with a plan using this knowledge. I attempted to approach [target_dragon.GetName] and sever its reproductive organs without it waking, but before I could make the cut however it awoke and attacked me with its dragon flame!;;;;;;;;;;;;;x
EVTDESCmaester.85B;My teachings on medicine led me to believe a batch of moon tea tailored to a dragon could sabotage its reproductive capacity. In the night, I tried to add a specially made draft to [target_dragon.GetName]'s food in the hope it would ingest it. The wily beast awakes and rejects the food however, lashing out at me furiously!;;;;;;;;;;;;;x
EVTDESCmaester.85C;I ordered some hard to find, and dangerous, herbs from my network of fellow herbologists, and had them added to [target_dragon.GetName]'s water in the hope of making the beast ill and infertile. It did not work however, the dragon seemingly unaffected. I however fall grievously ill from handling the herbs...;;;;;;;;;;;;;x
EVTDESCmaester.85D;The Citadel covertly sent me a poison with which to atack the beast. The substance is applied directly into a wound in the skin, and so I infiltrated [target_dragon.GetName]'s lair under cover of darkness to perform the deed. The dragon awakes on my approach however, attacking me in a furious rage!;;;;;;;;;;;;;x
EVTOPTAmaester.85;This was a bad idea;;;;;;;;;;;;;x
EVTDESCmaester.91;[Root.PrimaryTitle.GetFOA] and [Root.GetSocietyRank], it is clear that sorcery and its practicioners are a grave threat to this world. [target_courtier.GetTitledFirstNameWithDynastyNoRegnal] is known to be such a threat, therefore me and my colleagues at the Citadel urge you to help stop [target_courtier.GetHerHim] by any means necessary.\n\nSigned, [From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
TOOLTIPmaester.92;You are assigned the mission to assasinate [target_courtier.GetTitledFirstNameWithDynastyNoRegnal];;;;;;;;;;;;;x
maester_kill_magic_person;Assasinate [FromFrom.GetTitledFirstNameWithDynastyNoRegnal];;;;;;;;;;;;;x
maester_kill_magic_person_desc;You have been tasked with assasinating [FromFrom.GetTitledFirstNameWithDynastyNoRegnal], a known sorcerer and patron of magic;;;;;;;;;;;;;x
maester_kill_magic_person_tooltip;You will need to plot against the target to murder them, or else find some other method to eliminate them;;;;;;;;;;;;;x
EVTDESCmaester.93;[target_courtier.GetTitledFirstNameWithDynastyNoRegnal] has been eliminated by your hand, [target_courtier.GetHerHis] beliefs and dubious abilities are no longer a threat to the world.;;;;;;;;;;;;;x
EVTOPTAmaester.93;The Citadel will be pleased;;;;;;;;;;;;;x
EVTDESCmaester.94;[target_courtier.GetTitledFirstNameWithDynastyNoRegnal] has been eliminated, but not by your hand. Regardless, [target_courtier.GetHerHis] beliefs and dubious abilities are no longer a threat to the world.;;;;;;;;;;;;;x
EVTOPTAmaester.94;The Citadel will be satisfied;;;;;;;;;;;;;x
EVTDESCmaester.100;[FromFrom.GetTitledFirstName] has approached seeking a private word. [FromFrom.GetSheHeCap] claims to have learnt a dark art whilst at the Citadel, an ability that [FromFrom.GetSheHe] claims will enable [FromFrom.GetHerHim] to sustain your life should some calamity befall you. [FromFrom.GetSheHeCap] is requesting permission to perform the act on your body should you die prematurely.;;;;;;;;;;;;;x
EVTOPTAmaester.100;Yes, I shall defeat death!;;;;;;;;;;;;;x
TOOLTIPmaester.100A;If you die prematurely, [FromFrom.GetTitledFirstName] will be given your body to perform [FromFrom.GetHerHis] revival experiment on;;;;;;;;;;;;;x
EVTOPTBmaester.100;That is necromancy! An evil notion!;;;;;;;;;;;;;x
opinion_rejected_necromancy;Rejected Revival;;;;;;;;;;;;;x
EVTDESCmaester.101;[From.GetTitledFirstNameNoRegnal] seemed eager at the prospect of evading death, and so has agreed to turn [From.GetHerHis] body over to me should [From.GetSheHe] die prematurely. This will enable me to perform my necromancy upon [From.GetHerHim].;;;;;;;;;;;;;x
EVTOPTAmaester.101;I knew [From.GetSheHe] had an open mind;;;;;;;;;;;;;x
