#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#events;;;;;;;;;;;;;;x
job_spiritual_rhllor;Red Priest;Prêtre Rouge;;;Sacerdote Rojo;;;;;;;;;x
job_spiritual_dothraki_pagan;Shaman;Chaman;Schamane;;Chamán;;;;;;;;;x
job_spiritual_qarth_warlocks;Warlock;Conjurateur;;;Brujo;;;;;;;;;x
job_spiritual_harpy;Grace;Grâce;;;Gracia;;;;;;;;;x
job_spiritual_shadowbinders;Shadowbinder;Ensorceleur d'ombres;;;Portador de Sombras;;;;;;;;;x
job_spiritual_valyrian;Stormsinger;Enchanteur de tornades;;;Bardo de Tormenta;;;;;;;;;x
job_spiritual_jogos_pagan;Moonsinger;Chantelune;;;Cantora Lunar;;;;;;;;;x
job_spiritual_pirate;Priest;Prêtre;;;Sacerdote;;;;;;;;;x
job_spiritual_corsair;Priest;Prêtre;;;Sacerdote;;;;;;;;;x
job_spiritual_great_shepherd;Godswife;;;;;;;;;;;;;x
city_job_spiritual_the_seven;Septon;Septon;;;Septón;;;;;;;;;x
city_job_spiritual_drowned_god;Drowned Man;Noyé;;;Hombre Ahogado;;;;;;;;;x
city_job_spiritual_storm_god;Storm Man;Prêtre de l'Orage;;;Hombre Tormenta;;;;;;;;;x
city_job_spiritual_rhllor;Red Priest;Prêtre Rouge;;;Sacerdote Rojo;;;;;;;;;x
city_job_spiritual_dothraki_pagan;Shaman;Chaman;Schamane;;Chamán;;;;;;;;;x
city_job_spiritual_qarth_warlocks;Warlock;Conjurateur;;;Brujo;;;;;;;;;x
city_job_spiritual_harpy;Grace;Grâce;;;Gracia;;;;;;;;;x
city_job_spiritual_shadowbinders;Shadowbinder;Ensorceleur d'ombres;;;Portador de sombras;;;;;;;;;x
city_job_spiritual_valyrian;Stormsinger;Enchanteur de tornades;;;Bardo de Tormenta;;;;;;;;;x
city_job_spiritual_jogos_pagan;Moonsinger;Chantelune;;;Cantora Lunar;;;;;;;;;x
LP_job_spiritual_the_seven;Septon;Septon;;;Septón;;;;;;;;;x
LP_job_spiritual_drowned_god;Drowned Man;Noyé;;;Hombre Ahogado;;;;;;;;;x
LP_job_spiritual_storm_god;Storm Man;Prêtre de l'Orage;;;Hombre Tormenta;;;;;;;;;x
LP_job_spiritual_rhllor;Red Priest;Prêtre Rouge;;;Sacerdote Rojo;;;;;;;;;x
LP_job_spiritual_dothraki_pagan;Shaman;Chaman;Schamane;;Chamán;;;;;;;;;x
LP_job_spiritual_qarth_warlocks;Warlock;Conjurateur;;;Brujo;;;;;;;;;x
LP_job_spiritual_harpy;Grace;Grâce;;;Gracia;;;;;;;;;x
LP_job_spiritual_shadowbinders;Shadowbinder;Ensorceleur d'ombres;;;Portador de sombras;;;;;;;;;x
LP_job_spiritual_valyrian;Stormsinger;Enchanteur de tornades;;;Bardo de Tormenta;;;;;;;;;x
LP_job_spiritual_jogos_pagan;Moonsinger;Chantelune;;;Cantora Lunar;;;;;;;;;x
nomadic_job_spiritual_the_seven;Septon;Septon;;;Septón;;;;;;;;;x
nomadic_job_spiritual_drowned_god;Drowned Man;Noyé;;;Hombre Ahogado;;;;;;;;;x
nomadic_job_spiritual_storm_god;Storm Man;Prêtre de l'Orage;;;Hombre Tormenta;;;;;;;;;x
nomadic_job_spiritual_rhllor;Red Priest;Prêtre Rouge;;;Sacerdote Rojo;;;;;;;;;x
nomadic_job_spiritual_dothraki_pagan;Shaman;Chaman;Schamane;;Chamán;;;;;;;;;x
nomadic_job_spiritual_qarth_warlocks;Warlock;Conjurateur;;;Brujo;;;;;;;;;x
nomadic_job_spiritual_harpy;Grace;Grâce;;;Gracia;;;;;;;;;x
nomadic_job_spiritual_shadowbinders;Shadowbinder;Ensorceleur d'ombres;;;Portador de sombras;;;;;;;;;x
nomadic_job_spiritual_valyrian;Stormsinger;Enchanteur de tornades;;;Bardo de Tormenta;;;;;;;;;x
nomadic_job_spiritual_jogos_pagan;Moonsinger;Chantelune;;;Cantora Lunar;;;;;;;;;x
tribal_job_spiritual_the_seven;Septon;Septon;;;Septón;;;;;;;;;x
tribal_job_spiritual_drowned_god;Drowned Man;Noyé;;;Hombre Ahogado;;;;;;;;;x
tribal_job_spiritual_storm_god;Storm Man;Prêtre de l'Orage;;;Hombre Tormenta;;;;;;;;;x
tribal_job_spiritual_rhllor;Red Priest;Prêtre Rouge;;;Sacerdote Rojo;;;;;;;;;x
tribal_job_spiritual_dothraki_pagan;Shaman;Chaman;Schamane;;Chamán;;;;;;;;;x
tribal_job_spiritual_qarth_warlocks;Warlock;Conjurateur;;;Brujo;;;;;;;;;x
tribal_job_spiritual_harpy;Grace;Grâce;;;Gracia;;;;;;;;;x
tribal_job_spiritual_shadowbinders;Shadowbinder;Ensorceleur d'ombres;;;Portador de sombras;;;;;;;;;x
tribal_job_spiritual_valyrian;Stormsinger;Enchanteur de tornades;;;Bardo de Tormenta;;;;;;;;;x
tribal_job_spiritual_jogos_pagan;Moonsinger;Chantelune;;;Cantora Lunar;;;;;;;;;x
NW_job_spiritual_the_seven;Septon;Septon;;;Septón;;;;;;;;;x
NW_job_spiritual_drowned_god;Drowned Man;Noyé;;;Hombre Ahogado;;;;;;;;;x
NW_job_spiritual_storm_god;Storm Man;Prêtre de l'Orage;;;Hombre Tormenta;;;;;;;;;x
NW_job_spiritual_rhllor;Red Priest;Prêtre Rouge;;;Sacerdote Rojo;;;;;;;;;x
NW_job_spiritual_dothraki_pagan;Shaman;Chaman;Schamane;;Chamán;;;;;;;;;x
NW_job_spiritual_qarth_warlocks;Warlock;Conjurateur;;;Brujo;;;;;;;;;x
NW_job_spiritual_harpy;Grace;Grâce;;;Gracia;;;;;;;;;x
NW_job_spiritual_shadowbinders;Shadowbinder;Ensorceleur d'ombres;;;Portador de sombras;;;;;;;;;x
NW_job_spiritual_valyrian;Stormsinger;Enchanteur de tornades;;;Bardo de Tormenta;;;;;;;;;x
NW_job_spiritual_jogos_pagan;Moonsinger;Chantelune;;;Cantora Lunar;;;;;;;;;x
desc_job_spiritual;The §Y$JOB$§! is your personal advisor on matters of the faith;Le §Y$JOB$§! est votre conseiller personnel en matière de foi. ;;;El §Y$JOB$§! es tu consejero personal en materia de fe.;;;;;;;;;x
EVTDESCreligious.2;I want a church career;Je veux une carrière religieuse;;;Quiero una carrera religiosa;;;;;;;;;x
EVTDESCreligious.3;[Root.PrimaryTitle.GetFOA], I, [From.GetTitledFirstName], sincerely ask that I be allowed to pursue a career as a [From.Religion.GetPriestTitle] of [From.Religion.GetName], so that I can fully dedicate myself to studying [From.Religion.GetScriptureName] and worshipping [From.Religion.GetHighGodName].;[Root.PrimaryTitle.GetFOA], moi [From.GetTitledFirstName], demande sincérement à être autorisé(e) à devenir [From.Religion.GetPriestTitle] de [From.Religion.GetName], dans l'espoir de pouvoir me concsacrer à l'étude de [From.Religion.GetScriptureName] et au culte de [From.Religion.GetHighGodName].;;;[Root.PrimaryTitle.GetFOA], Yo, [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal], solicito hacer una carrera al servicio de [Root.Religion.GetName], con la esperanza de que algún día pueda formar parte de ellos.;;;;;;;;;x
TOOLTIPreligious.3TEMPLE;[From.GetTitledFirstName] leaves [Root.Capital.GetName] to study to become a [From.Religion.GetPriestTitle] of [From.Religion.GetName]\n;[From.GetTitledFirstName] quitte [Root.Capital.GetName] pour étudier et devenir un [From.Religion.GetPriestTitle] de [From.Religion.GetName]\n;;;[From.GetTitledFirstName] deja [Root.Capital.GetName] para estudiar y convertirse en un [From.Religion.GetPriestTitle] de [From.Religion.GetName]\n;;;;;;;;;x
opinion_studying_religion;Studying to Become Priest;Etudie pour devenir prêtre;;;Estudiando para convertirse en sacerdote;;;;;;;;;x
EVTDESCreligious.4;After many years of studying [Root.Religion.GetScriptureName], I have been deemed worthy to be counted as a [From.Religion.GetPriestTitle] of the [Root.Religion.GetName] faith.;Après de nombreuses années à étudier le(a)(es) [Root.Religion.GetScriptureName], j'ai été jugé(e) digne de devenir [From.Religion.GetPriestTitle] de [Root.Religion.GetName].;;;Después de muchos años de estudio de [Root.Religion.GetScriptureName], me han considerado digno de pertenecer a [Root.Religion.GetName].;;;;;;;;;x
EVTDESCreligious.5;After many years of studying [From.Religion.GetScriptureName], your [From.GetRootRelation] [From.GetFirstName] has been deemed worthy to be counted as a [From.Religion.GetPriestTitle] of the [From.Religion.GetName] faith.;Après de nombreuses années à étudier le(a)(es) [From.Religion.GetScriptureName], votre [From.GetRootRelation] [From.GetFirstName] a été jugé(e) digne d'appartenir au clergé de devenir [From.Religion.GetPriestTitle] de  [From.Religion.GetName].;;;Después de muchos años de estudio de [Root.Religion.GetScriptureName], tu [From.GetRootRelation] [From.GetFirstName] ha sido considerado digno de pertenecer a [Root.Religion.GetName].;;;;;;;;;x
EVTDESCreligious.5B;After many years of studying and training in the use of a longaxe, your [From.GetRootRelation] [From.GetFirstName] has been deemed worthy to be initiated into the Bearded Priests. The secret name of our god has been revealed to [From.GetHerHim], and [From.GetSheHe] has been branded across [From.GetHerHis] chest with an axe. [From.GetSheHeCap] is now forbidden to cut [From.GetHerHis] hair. [From.GetSheHeCap] is now also 'sworn to [From.GetHerHis] axe', and has vowed to 'Serve, Obey, Protect.';Après de nombreuses années à étudier le(a)(es) [From.Religion.GetScriptureName], votre [From.GetRootRelation] [From.GetFirstName] a été jugé(e) digne d'appartenir au clergé de devenir [From.Religion.GetPriestTitle] de  [From.Religion.GetName].;;;Después de muchos años de estudio de [Root.Religion.GetScriptureName], tu [From.GetRootRelation] [From.GetFirstName] ha sido considerado digno de pertenecer a [Root.Religion.GetName].;;;;;;;;;x
EVTDESCreligious.6;The Faith of the Seven is ruled by a council of the highest ranking clergy of the Faith called the Most Devout. The Most Devout are led by the High Septon, an office elected by the Most Devout. Although the High Septon is usually elected from among the Most Devout, this is not a requirement.;La Foi des Sept est dirigée par un concile réunissant des septons et des septas se trouvant au sommet de la hiérarchie du clergé de la Foi et que l'on appelle Leurs Saintetés. Leurs Saintetés sont menées par le Grand Septon qu'ils élisent. Bien que la plupart des Grands Septons sont élus au sein des membres du concile, cela n'est pas obligatoire.;;;La Fe de los Siete está dirigida por un consejo de septones llamados los Máximos Devotos. Los Máximos Devotos están dirigidos por el Septón Supremo, al que eligen ellos mismos. Aunque el Septón Supremo es generalmente elegido entre los Máximos Devotos, esto no es obligatorio.;;;;;;;;;x
EVTOPTAreligious.6;How many do we have?;Combien en avons-nous ?;;;Cuántos tenemos?;;;;;;;;;x
EVTDESCreligious.7;[Root.PrimaryTitle.GetFOA], a seat on the council of The Most Devout is vacant.;[Root.PrimaryTitle.GetFOA], un siège au concile de Leurs Saintetés est vacant. ;;;[Root.PrimaryTitle.GetFOA], un asiento en el consejo de los Máximos Devotos esta vacante.;;;;;;;;;x
EVTOPTAreligious.7;We must scour the realm for a worthy Septon!;Nous devons chercher dans le royaume un Septon digne de cet honneur !;;;Debemos buscar en el reino a un Septón digno!;;;;;;;;;x
EVTDESCreligious.8;I have been selected to assume a postion on the council of The Most Devout!;J'ai été choisi pour participer au concile de Leurs Saintetés !;;;He sido elegido para asumir una puesto en el consejo de los Máximos Devotos!;;;;;;;;;x
EVTDESCreligious.9;[Root.PrimaryTitle.GetFOA], I have been offered a chance to become a member of the Most Devout, the council of the highest ranking Septons of the Faith of the Seven. This is a prestigious post so I must accept. \n\nYours humbly, Septon [From.GetFirstName];[Root.PrimaryTitle.GetFOA], on m'a offert la chance de devenir un membre de Leurs Saintetés, le concile des Septons se trouvant au sommet de la hiérarchie de la Foi des Sept. C'est une position prestigieuse que je devrais accepter.\n\nVotre Très Humble Serviteur, Septon [From.GetFirstName];;;[Root.PrimaryTitle.GetFOA], me han ofrecido la oportunidad de convertirme en miembro de los Máximos Devotos, el consejo de los septones de más alto rango de la Fe de los Siete. Se trata de un puesto prestigioso que debo aceptar. \n\nHumildemente sincero, Septón [From.GetFirstName];;;;;;;;;x
EVTOPTAreligious.9;He is truly pious;Il est d'une piété indéniable;;;Él es verdaderamente piadoso;;;;;;;;;x
EVTDESCreligious.10;My time has past, now the Most Devout will select my successor;Mon temps n'est plus, leurs Saintetés vont me désigner un successeur;;;Mi tiempo ha pasado, ahora los Máximos Devotos seleccionarán a mi sucesor;;;;;;;;;x
EVTDESCreligious.11;[Root.PrimaryTitle.GetFOA], tragic news, his holiness the High Septon has passed away, the Gods losing their worldy avatar.;[Root.PrimaryTitle.GetFOA], noires ailes, noires nouvelles, sa sainteté le Grand Septon n'est plus, les Dieux ont perdu leur représentant. ;;;[Root.PrimaryTitle.GetFOA], trágicas noticias, su santidad el Septón Supremo ha fallecido, los Dioses pierden a su representante en el mundo.;;;;;;;;;x
EVTOPTAreligious.11;A successor must be selected!;Un successeur doit être désigné !;;;Un sucesor debe ser escogido!;;;;;;;;;x
TOOLTIPSELECTHIGHSEPTON;The Most Devout will convene and select a new High Septon. For three months you will be able to nominate anyone as your preferred successor via personal interaction. The Most Devout are far less likely to choose anyone who is not on the council of the Most Devout themselves.\n;Leurs Saintetés vont se réunir et désigner un nouveau Grand Septon. Durant trois mois, vous aurez la possibilité de nommer n'importe qui comme votre successeur préféré via le menu d'interaction personnelle. Leurs Saintetés sont bien moins disposées à choisir quelqu'un qui n'est pas lui-même membre du concile.\n;;;Los Máximos Devotos se reunirán y designarán a un nuevo Septón Supremo. Durante tres meses, serás capaz de nombrar a tu sucesor preferido a través de una interacción personal. Los Máximos Devotos son mucho menos propensos a elegir a alguien que no está en el Consejo de los Máximos Devotos.\n;;;;;;;;;x
EVTDESCreligious.13;The Most Devout have selected me to become the new High Septon and leader of the Faith of the Seven! I will hereby renounce my worldly name, as I am no longer a man, but an avatar of the Gods themselves!;Leurs Saintetés m'ont choisi pour devenir le nouveau Grand Septon, le chef de la Foi des Sept ! Je renonce dès maintenant à mon nom, car je ne suis plus désormais un homme mais l'incarnation des Dieux ! ;;;Los Máximos Devotos me han elegido para convertirme en el nuevo Septón Supremo y líder de la Fe de los Siete! Por la presente renuncio a mi nombre, ya que ya no soy un hombre, soy el representante de los propios Dioses!;;;;;;;;;x
EVTDESCreligious.14;[Root.PrimaryTitle.GetFOA], after much talk, the Most Devout have finally selected a new High Septon. His Holiness has renounced any worldy name, as he is no longer a man, but an avatar of the Gods themselves.;[Root.PrimaryTitle.GetFOA], après bien des débats et des discussions, Leurs Saintetés ont finalement désigné un nouveau Grand Septon. Sa Sainteté a renoncé à son nom car il n'est plus un homme désormais, mais l'incarnation des Dieux. ;;;[Root.PrimaryTitle.GetFOA], tras muchos debates y discusiones, los Máximos Devotos finalmente han designado un nuevo Septón Supremo. Su Santidad ha renunciado a cualquier nombre del viejo mundo, ya que ya no es un hombre, sino el representante de los Dioses.;;;;;;;;;x
EVTOPTAreligious.14;May his reign be blessed!;Que son règne soit béni !;;;Que su reinado sea bendito!;;;;;;;;;x
EVTOPTBreligious.14;He doesn't seem godly to me;Il ne me semble pas si divin que cela…;;;No me parece tan divino;;;;;;;;;x
EVTOPTCreligious.14;They have chosen wisely;Leur choix a été dicté par la sagesse;;;Han elegido sabiamente;;;;;;;;;x
EVTOPTDreligious.14;They will regret ignoring me;Ils regretteront de m'avoir ignoré;;;Se arrepentirán por ignorarme;;;;;;;;;x
TOOLTIPEVTOPTCreligious.14;The believers of the Faith in your realm will be displeased with you for choosing a non Septon as High Septon;Les adeptes de la Foi vivant dans votre Royaume seront mécontents d'apprendre que vous avez choisi quelqu'un qui n'est pas Septon pour devenir le prochain Grand Septon;;;Los creyentes de la Fe en el Reino se disgustarán contigo por elegir a alguien que no es Septón como Septón Supremo;;;;;;;;;x
high_septon;Nominate as High Septon;Nommer comme Grand Septon;;;Nominar como Septón Supremo;;;;;;;;;x
high_septon_desc;A new High Septon is needed, let the Most Devout know that you would prefer [Root.GetTitle] [Root.GetFirstName] to be the next High Septon.;Il faut un nouveau Grand Septon, laissez Leurs Saintetés savoir que vous avez une préférence pour [Root.GetTitle] [Root.GetFirstName].;;;Se necesita de un nuevo Septón Supremo, haced saber a los Máximos Devotos tu preferencia para que [Root.GetTitle] [Root.GetFirstName] sea el próximo Septón Supremo.;;;;;;;;;x
opinion_refused_church_career;Refused Holy Career;A refusé une Sainte Carrière;;;Ha rechazado una carrera santa;;;;;;;;;x
opinion_preferred_high_septon;Preferred High Septon;Grand Septon préféré;;;Gran Septón preferido;;;;;;;;;x
opinion_selected_non_septon;Chose Unholy High Septon;A choisi un Grand Septon impie;;;Ha elegido un Septón Supremo profano;;;;;;;;;x
opinion_not_preferred_high_septon;Ignored High Septon Nomination;A ignoré la nomination comme Grand Septon;;;Ha ignorado la nominación como Septón Supremo;;;;;;;;;x
TOOLTIPreligious.15;will consider your nomination offer;va considérer votre offre de nomination;;;considerará tu oferta de nominación;;;;;;;;;x
EVTDESCreligious.15;Should I be High Septon?;Devrais-je devenir Grand Septon ?;;;¿Debo ser el Septón Supremo?;;;;;;;;;x
EVTDESCreligious.16;[Root.PrimaryTitle.GetFOA], I am delighted to accept your most gracious offer of being your preferred High Septon.\n\nYours humbly, [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal];[Root.PrimaryTitle.GetFOA], je suis enchanté d'accepter votre très gracieuse offre de soutien pour devenir Grand Septon.\n\nVotre Très Humble Serviteur, [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal];;;[Root.PrimaryTitle.GetFOA], estoy encantado de aceptar tu oferta de ser vuestro Septón Supremo preferido.\n\nHumildemente suyo, [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal];;;;;;;;;x
EVTOPTAreligious.16;Now the Most Devout must pick him;Maintenant Leurs Saintetés doivent le choisir;;;Ahora los Máximos Devotos deben elegirle;;;;;;;;;x
EVTDESCreligious.17;[Root.PrimaryTitle.GetFOA], your offer is generous, but I must decline. I fear I would make a poor High Septon.\n\nYours, [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal];[Root.PrimaryTitle.GetFOA], votre offre est généreuse, mais je me vois dans l'obligation de la décliner. J'ai bien peur de n'être pas à la hauteur d'un tel honneur et de faire un bien piètre Grand Septon.\n\nVotre Serviteur, [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal];;;[Root.PrimaryTitle.GetFOA], su oferta es generosa, pero debo declinarla. Me temo que no estaría a la altura de tal honor y sería un pobre Septón Supremo.\n\nSuyo, [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal];;;;;;;;;x
EVTOPTAreligious.17;Seven hells, he would have made a good High Septon;Par les Sept Enfers, il aurait fait un bon Grand Septon;;;Por los Siete infiernos, hubiese sido un buen Septón Supremo;;;;;;;;;x
EVTDESCreligious.18;This war against the Faith has dragged on for many months, perhaps we should offer an amnesty to the High Septon and all who oppose me if they were to agree to disband the Faith Militant?;;;;;;;;;;;;;x
EVTOPTAreligious.18;We must try to reconcile;;;;;;;;;;;;;x
EVTOPTBreligious.18;Peace!? Never, I shall crush them!;;;;;;;;;;;;;x
EVTDESCreligious.19;Your Holiness, you must surely see this war has dragged on too far. If you were to agree to disband the Faith Militant and pursue peace I would see that you and your followers will be granted amnesty. Rest assured that House [From.GetOnlyDynastyName] will pledge protect the Faith in it's place.\n\nSigned,\n[From.GetTitledFirstName];;;;;;;;;;;;;x
EVTOPTAreligious.19;This is the wise course;;;;;;;;;;;;;x
EVTOPTBreligious.19;No, they must be deposed;;;;;;;;;;;;;x
EVTDESCreligious.20;Your offer is most gracious and wise. I hereby accept, I will disband the Faith Militant and urge my followers to accept you as their true [Root.GetTitle], in return for your House's eternal protection of the Faith.\n\nSigned,\nHis Holiness the High Septon;;;;;;;;;;;;;x
TOOLTIPreligious.19;If the High Septon accepts your offer you will be annointed as a follower of the Faith of Seven, converting to the religion.\n;;;;;;;;;;;;;x
TOOLTIP2002050;You will be coronated by the High Septon;;;;;;;;;;;;;x
EVTOPTBreligious.20;We are finally reconciled;;;;;;;;;;;;;x
EVTDESCreligious.21;I'm afraid the stance of the Faith stands, you are not fit to be [Root.GetTitle]. We will not disband the orders that protect the faithful, to do so would be to place ourselves at the mercy of your whims.\n\nSigned,\nHis Holiness the High Septon;;;;;;;;;;;;;x
EVTOPTBreligious.21;More bloodshed it is then;;;;;;;;;;;;;x
EVTTOOLTIPreligious.19;will recieve your offer;;;;;;;;;;;;;x
summer_rel_group;Summer Isles Gods;Dieux Estiviens;;;Dioses del Verano;;;;;;;;;x
summer_rel;Gods of the Summer Isles;Dieux Estiviens;;;Dioses del Verano;;;;;;;;;x
summer_rel_DESC;The people of the Summer Isles worship life and love. Among their deities is a fertility goddess with sixteen breasts, and the act of lovemaking is considered a sacred art.;Les Estiviens adorent la vie et l'amour. Parmi leurs divinités, il y a une déesse avec huit paires de seins, et l'acte d'amour est considéré comme un art sacré. ;;;Los habitantes de las Islas del Verano adoran la vida y el amor. Entre sus deidades esta la diosa de la fertilidad con dieciséis pechos, y el acto de hacer el amor es considerado como un arte sagrado.;;;;;;;;;x
summer_rel_FEATURES;§Y*§! Is a traditional anti-slavery religion;§Y*§! Est une religion traditionnellement contre l'esclavage;;;§Y*§! Es una religión tradicionalmente opuesta al esclavismo;;;;;;;;;x
father_of_waters;Father of Waters;Père des Eaux;Vater des Wassers;;Padre de las Aguas;;;;;;;;;x
father_of_waters_DESC;The Father of Waters is a god of Braavos. Each time he takes a new bride, his temple is destroyed and built anew.;Les Père des Eaux est un dieu de Braavos. A chacune de ses épousailles, son temple est détruit et reconstruit. ;;;El Padre de las Aguas es un dios de Braavos. Cada vez que toma una nueva esposa, su templo es destruido y construido de nuevo.;;;;;;;;;x
father_of_waters_FEATURES;§Y*§! Is a traditional anti-slavery religion;§Y*§! Est une religion traditionnellement contre l'esclavage;;;§Y*§! Es una religión tradicionalmente opuesta al esclavismo;;;;;;;;;x
GOD_FATHER_OF_WATERS;Father of Waters;Père des Eaux;Father of Waters;;El Padre de las Aguas;;;;;;;;;x
great_shepherd;Great Shepherd;Pâtre Suprême;Great Shepherd;;El Gran Pastor;;;;;;;;;x
great_shepherd_DESC;The Great Shepherd is the god of the Lhazareen people, whose priestesses are known as godswives.;Le Pâtre Surpême est le dieu des Lhazaréens. Cette divinité est uniquement servie par des prêtresses nommées épouses divines. ;;;El Gran Pastor es una deidad de Lhazar, siendo el único Dios adorado por los lhazareenos. Su nombre está relacionado con la vida pastoral del pueblo. Esta divinidad sólo es servida por sacerdotisas, llamadas Esposas del Dios. La filosofía del culto al Gran Pastor es tranquila. Enseña que todos los hombres son parte del mismo rebaño perteneciente a la deidad y que las Esposas del Dios los deben cuidar, estén donde estén.;;;;;;;;;x
great_shepherd_FEATURES;§Y*§! Is a traditional anti-slavery religion;§Y*§! Est une religion traditionnellement contre l'esclavage;;;§Y*§! Es una religión tradicionalmente opuesta al esclavismo;;;;;;;;;x
GOD_GREAT_SHEPHERD;the Great Shepherd;le Pâtre Suprême;the Great Shepherd;;El Gran Pastor;;;;;;;;;x
influenced_election;High Septon Election Influenced;Election du Grand Septon est influencée;;;Elección del Septón Supremo influenciada;;;;;;;;;x
defied_liege;Defied Liege;Suzerain défié;;;Soberano desafiado;;;;;;;;;x
authority_weakened;Authority Weakened;Autorité affaiblie;;;Autoridad debilitada;;;;;;;;;x
authority_strengthened;Authority Strengthened;Autorité renforcée;;;Autoridad reforzada;;;;;;;;;x
lhazar_rel_group;Lhazareen Gods;Lhazaréen;;;Lhazareeno;;;;;;;;;x
lady_of_spears;Lady of Spears;Dame des Piques;;;Señora de las Lanzas;;;;;;;;;x
lady_of_spears_DESC;The great goddess of the Unsullied is called by many names, including the Lady of Spears, the Bride of Battle, and the Mother of Hosts. Her true name belongs only to the ones who have burned their manhoods upon her altar.;La grande déesse des Immaculés a de nombreux noms : la Dame des Piques, l'Epouse des Batailles et la Mère des Osts. Seuls les Immaculés ayant sacrifié leur virilité sur l'autel ont le droit de connaître son nom véritable.;;;La Señora de las Lanzas, también llamada Novia de la Batalla y Madre de Ejércitos, es la diosa de los Inmaculados. El verdadero nombre de la diosa sólo lo saben aquellos Inmaculados que hayan quemado sus órganos viriles en su altar de honor. A sus fieles les está prohibido hablar sobre ella con nadie. Según las leyes de la diosa, es necesario bañarse en agua salada para purificarse.;;;;;;;;;x
LADY_OF_SPEARS;Lady of Spears;Dame des Piques;;;Señora de las Lanzas;;;;;;;;;x
GOD_THE_OTHERS;The Others;Les Autres;;;Los Otros;;;;;;;;;x
GOD_THE_GREAT_OTHER;The Great Other;L'Autre;;;El Gran Otro;;;;;;;;;x
sympathy_westerosi;Sympathy for Westerosi Gods;Sympathie pour la foi ouestrienne;;;Simpatiza por Poniente;;;;;;;;;x
sympathy_westerosi_desc;This character, though not of a Westerosi faith, has a special sympathy and understanding of the Westerosi and their gods.;Ce personnage, bien que ne partageant pas la foi des ouestriens, a une sympathie et une compréhension particulières des ouestriens et de leurs dieux.;;;Este personaje, aunque no es de una fe de Poniente, tiene una especial simpatía y comprensión de las creencias de Poniente y sus prácticas.;;;;;;;;;x
sympathy_drowned_god;Sympathy for Drowned God;Sympathie pour le Dieu Noyé;;;Simpatiza por el Dios Ahogado;;;;;;;;;x
sympathy_drowned_god_desc;This character, though not a follower of the Drowned God, has a special sympathy and understanding of the Ironborn religion and it's practitioners.;Ce personnage, bien que n'étant pas un fidèle du Dieu Noyé, a une sympathie et une compréhension particulières pour la religion Fer-né et ses adeptes.;;;Este personaje, aunque no es un seguidor del Dios Ahogado, tiene una especial simpatía y comprensión de la religión del Dios Ahogado y de sus practicantes.;;;;;;;;;x
sympathy_essos_group;Sympathy for Eastern Gods;Sympathie pour la foi des orientaux;;;Simpatiza por Oriente;;;;;;;;;x
sympathy_essos_group_desc;This character, though not of an Eastern faith, has a special sympathy and understanding of the people of The Free Cities and their beliefs.;Ce personnage, bien que ne partageant pas la foi des orientaux, a une sympathie et une compréhension particulières pour les habitants des Cités libres  et leurs croyances.;;;Este personaje, aunque no es de una fe del Este, tiene una especial simpatía y comprensión de las religiones orientales y sobre sus practicantes.;;;;;;;;;x
sympathy_ghiscar_rel;Sympathy for the Harpy;Sympathie pour la Harpie;;;Simpatiza por la Arpía;;;;;;;;;x
sympathy_ghiscar_rel_desc;This character, though not a follower of the Harpy, has a special sympathy and understanding of the Ghiscari people and their beliefs.;Ce personnage, bien que n'étant pas un fidèle de la Harpie, a une sympathie et une compréhension particulières pour les Ghiscaris et leurs croyances.;;;Este personaje, aunque no es un seguidor de la Arpía, tiene una especial simpatía y comprensión de la religión de la Arpía y de sus practicantes.;;;;;;;;;x
sympathy_valyrian_rel_group;Sympathy for Valyrian Faith;Sympathie pour la foi valyrienne;;;Simpatiza por la Fe de Valyria;;;;;;;;;x
sympathy_valyrian_rel_group_desc;This character, though not of a Valyrian faith, has a special sympathy and understanding of the people descended from Valyria and their gods.;Ce personnage, bien que ne partageant pas la foi des valyriens, a une sympathie et une compréhension particulières pour les descendants de Valyria et leurs dieux.;;;Este personaje, aunque no es de la fe Valyria, tiene una especial simpatía y comprensión de la religión valyria y de sus practicantes.;;;;;;;;;x
restore_faith_militant;Restore Faith Militant;Restaurer la Foi Militante;;;Restaurar la Fe Militante;;;;;;;;;x
restore_faith_militant_desc;The Faith Militant is restored;La Foi Militante est restaurée;;;La Fe Militante ha sido restaurada;;;;;;;;;x
TOOLTIPreligious.200;The Faith Militant is restored;La Foi Militante est restaurée;;;La Fe Militante ha sido restaurada;;;;;;;;;x
opinion_raised_faith_authority;Raised Faith Authority;Augmenter l'autorité de la Foi;;;Ha aumentado la Autoridad de la Fe;;;;;;;;;x
opinion_lowered_faith_authority;Lowered Faith Authority;Baisser l'autorité de la Foi;;;Ha bajado la Autoridad de la Fe;;;;;;;;;x
